prefecture_code,target_variable,predictor_variable,frequency_band,best_lag_days,best_correlation,best_absolute_correlation,zero_lag_correlation,absolute_correlation_gain_vs_zero,n_observations_at_best_lag,max_lag_searched,lag_interpretation
JP-11,incidence_per_100k,t2m_std_anom,interannual,0,-0.19506507015905342,0.19506507015905342,-0.19506507015905342,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,c2w_event,interannual,0,-0.18655013532230025,0.18655013532230025,-0.18655013532230025,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,nw_wind,interannual,0,0.1820140067563232,0.1820140067563232,0.1820140067563232,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,t2m,interannual,0,-0.16052753275153825,0.16052753275153825,-0.16052753275153825,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,ah,interannual,0,-0.14578714058640982,0.14578714058640982,-0.14578714058640982,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,rh,seasonal_subannual,0,-0.37407043127983314,0.37407043127983314,-0.37407043127983314,0.0,4383,30,predictor_leads_target
JP-11,incidence_per_100k,nw_wind,seasonal_subannual,23,-0.26061918933778944,0.26061918933778944,0.10498099253828791,0.15563819679950153,4360,30,predictor_leads_target
JP-11,incidence_per_100k,t2m_std_anom,seasonal_subannual,1,-0.11679622937462601,0.11679622937462601,-0.11660091540993045,0.00019531396469556206,4382,30,predictor_leads_target
JP-11,incidence_per_100k,tp,seasonal_subannual,4,-0.09808073399984285,0.09808073399984285,-0.09124151896812992,0.0068392150317129335,4379,30,predictor_leads_target
JP-11,incidence_per_100k,ah,seasonal_subannual,16,0.0852930557947527,0.0852930557947527,-0.0032458157507614534,0.08204724004399125,4367,30,predictor_leads_target
JP-11,incidence_per_100k,c2w_event,seasonal_subannual,30,-0.055838258089997934,0.055838258089997934,0.04467065211633311,0.011167605973664826,4353,30,predictor_leads_target
JP-11,incidence_per_100k,t2m,seasonal_subannual,27,-0.050036245853044815,0.050036245853044815,0.000759518890427255,0.04927672696261756,4356,30,predictor_leads_target
JP-11,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,23,-0.043243689242343036,0.043243689242343036,0.01339880774953011,0.029844881492812926,4360,30,predictor_leads_target
JP-11,incidence_per_100k,w2c_event,seasonal_subannual,27,-0.0178685844073142,0.0178685844073142,-0.005335598285278489,0.01253298612203571,4356,30,predictor_leads_target
JP-11,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,26,-0.016905845293610815,0.016905845293610815,-0.01085719381514273,0.006048651478468085,4357,30,predictor_leads_target
JP-11,incidence_per_100k,t2m,semiannual,24,-0.8177361028503235,0.8177361028503235,-0.5622170184426937,0.2555190844076298,4359,30,predictor_leads_target
JP-11,incidence_per_100k,ah,semiannual,0,0.5415553950468294,0.5415553950468294,0.5415553950468294,0.0,4383,30,predictor_leads_target
JP-11,incidence_per_100k,tp,semiannual,25,-0.46750022508516703,0.46750022508516703,-0.30064951225006653,0.1668507128351005,4358,30,predictor_leads_target
JP-11,incidence_per_100k,rh,semiannual,30,0.10487877714004924,0.10487877714004924,-0.03951884846680629,0.06535992867324295,4353,30,predictor_leads_target
JP-11,incidence_per_100k,nw_wind,semiannual,0,0.0784251667351795,0.0784251667351795,0.0784251667351795,0.0,4383,30,predictor_leads_target
JP-11,incidence_per_100k,t2m_std_anom,semiannual,0,-0.06487622564004916,0.06487622564004916,-0.06487622564004916,0.0,4383,30,predictor_leads_target
JP-11,incidence_per_100k,w2c_event,semiannual,0,-0.042411026092976076,0.042411026092976076,-0.042411026092976076,0.0,4383,30,predictor_leads_target
JP-11,incidence_per_100k,w2c_transition_intensity,semiannual,30,0.024935047000425113,0.024935047000425113,0.005940120046095998,0.018994926954329115,4353,30,predictor_leads_target
JP-11,incidence_per_100k,w2c_transition_intensity,subseasonal,3,0.1171895677617777,0.1171895677617777,-0.10173692761684555,0.015452640144932153,4380,21,predictor_leads_target
JP-11,incidence_per_100k,w2c_event,subseasonal,3,0.09733441263193099,0.09733441263193099,-0.07576773191694917,0.021566680714981815,4380,21,predictor_leads_target
JP-11,incidence_per_100k,t2m_std_anom,subseasonal,2,-0.07616452145429904,0.07616452145429904,-0.06028259080215816,0.01588193065214088,4381,21,predictor_leads_target
JP-11,incidence_per_100k,ah,subseasonal,2,-0.06985825185909016,0.06985825185909016,-0.046503087314764276,0.02335516454432588,4381,21,predictor_leads_target
JP-11,incidence_per_100k,t2m,subseasonal,3,-0.05857185236398082,0.05857185236398082,-0.03767252845989997,0.02089932390408085,4380,21,predictor_leads_target
JP-11,incidence_per_100k,rh,subseasonal,3,-0.057808574769095365,0.057808574769095365,-0.02984416807972374,0.027964406689371626,4380,21,predictor_leads_target
JP-11,incidence_per_100k,nw_wind,subseasonal,6,-0.050102433141917674,0.050102433141917674,0.02242790829634426,0.027674524845573412,4377,21,predictor_leads_target
JP-11,incidence_per_100k,tp,subseasonal,15,-0.046531064252718676,0.046531064252718676,0.013179403406394148,0.03335166084632453,4368,21,predictor_leads_target
JP-11,incidence_per_100k,c2w_transition_intensity,subseasonal,4,-0.03227178364961189,0.03227178364961189,0.011373977427737306,0.020897806221874586,4379,21,predictor_leads_target
JP-11,incidence_per_100k,c2w_event,subseasonal,15,0.029598065137752896,0.029598065137752896,0.002433039070409194,0.027165026067343702,4368,21,predictor_leads_target
JP-11,incidence_per_100k,nw_wind,trend,0,0.9694691274194838,0.9694691274194838,0.9694691274194838,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,rh,trend,0,-0.9668041038678713,0.9668041038678713,-0.9668041038678713,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,tp,trend,0,-0.9581049082401821,0.9581049082401821,-0.9581049082401821,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,c2w_event,trend,0,-0.9491441692493139,0.9491441692493139,-0.9491441692493139,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,c2w_transition_intensity,trend,0,-0.9415814926959932,0.9415814926959932,-0.9415814926959932,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,w2c_event,trend,0,-0.6462143902907056,0.6462143902907056,-0.6462143902907056,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,w2c_transition_intensity,trend,0,-0.5140237811643275,0.5140237811643275,-0.5140237811643275,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,t2m_std_anom,trend,0,-0.5020729940871895,0.5020729940871895,-0.5020729940871895,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,ah,trend,0,-0.4473085585054395,0.4473085585054395,-0.4473085585054395,0.0,4383,0,predictor_leads_target
JP-11,incidence_per_100k,t2m,trend,0,-0.0010430951904210584,0.0010430951904210584,-0.0010430951904210584,0.0,4383,0,predictor_leads_target
JP-13,cases,nw_wind,annual,22,0.9825932206082681,0.9825932206082681,0.9134442140327412,0.06914900657552692,4361,30,predictor_leads_target
JP-13,cases,t2m,annual,0,-0.9781855422550871,0.9781855422550871,-0.9781855422550871,0.0,4383,30,predictor_leads_target
JP-13,cases,ah,annual,0,-0.9710452343143603,0.9710452343143603,-0.9710452343143603,0.0,4383,30,predictor_leads_target
JP-13,cases,tp,annual,0,-0.9577161287751709,0.9577161287751709,-0.9577161287751709,0.0,4383,30,predictor_leads_target
JP-13,cases,rh,annual,0,-0.9456633864279108,0.9456633864279108,-0.9456633864279108,0.0,4383,30,predictor_leads_target
JP-13,cases,t2m_std_anom,annual,0,-0.32895349454026257,0.32895349454026257,-0.32895349454026257,0.0,4383,30,predictor_leads_target
JP-13,cases,w2c_transition_intensity,annual,30,-0.017789524917396455,0.017789524917396455,0.012955910836199649,0.004833614081196806,4353,30,predictor_leads_target
JP-13,cases,w2c_event,annual,0,0.014399804857384577,0.014399804857384577,0.014399804857384577,0.0,4383,30,predictor_leads_target
JP-13,cases,t2m,high_frequency,0,0.05536346967127787,0.05536346967127787,0.05536346967127787,0.0,4383,14,predictor_leads_target
JP-13,cases,rh,high_frequency,7,0.05298497112255695,0.05298497112255695,-0.005969464788639772,0.04701550633391718,4376,14,predictor_leads_target
JP-13,cases,ah,high_frequency,1,0.04535030493899748,0.04535030493899748,0.02346753223215774,0.021882772706839738,4382,14,predictor_leads_target
JP-13,cases,c2w_event,high_frequency,8,0.03578267158597321,0.03578267158597321,-0.020179193058964616,0.015603478527008594,4375,14,predictor_leads_target
JP-13,cases,c2w_transition_intensity,high_frequency,8,0.032251187059708884,0.032251187059708884,-0.012891479275779143,0.01935970778392974,4375,14,predictor_leads_target
JP-13,cases,tp,high_frequency,10,-0.031518387900446435,0.031518387900446435,0.006824067591639335,0.0246943203088071,4373,14,predictor_leads_target
JP-13,cases,nw_wind,high_frequency,0,0.024332636209989548,0.024332636209989548,0.024332636209989548,0.0,4383,14,predictor_leads_target
JP-13,cases,w2c_transition_intensity,high_frequency,4,-0.01985411173673876,0.01985411173673876,0.004101067778049332,0.015753043958689428,4379,14,predictor_leads_target
JP-13,cases,w2c_event,high_frequency,13,0.01345129353098942,0.01345129353098942,-0.0025153866524191036,0.010935906878570316,4370,14,predictor_leads_target
JP-13,cases,rh,interannual,0,-0.5883473370378847,0.5883473370378847,-0.5883473370378847,0.0,4383,0,predictor_leads_target
JP-13,cases,t2m,interannual,0,-0.27110217291897615,0.27110217291897615,-0.27110217291897615,0.0,4383,0,predictor_leads_target
JP-13,cases,ah,interannual,0,-0.2570062084069982,0.2570062084069982,-0.2570062084069982,0.0,4383,0,predictor_leads_target
JP-13,cases,c2w_transition_intensity,interannual,0,-0.1461914742599499,0.1461914742599499,-0.1461914742599499,0.0,4383,0,predictor_leads_target
JP-13,cases,nw_wind,interannual,0,-0.08595530966659085,0.08595530966659085,-0.08595530966659085,0.0,4383,0,predictor_leads_target
JP-13,cases,c2w_event,interannual,0,-0.06565134075745364,0.06565134075745364,-0.06565134075745364,0.0,4383,0,predictor_leads_target
JP-13,cases,t2m_std_anom,interannual,0,-0.02015974637749389,0.02015974637749389,-0.02015974637749389,0.0,4383,0,predictor_leads_target
JP-13,cases,rh,seasonal_subannual,0,-0.24038893641249606,0.24038893641249606,-0.24038893641249606,0.0,4383,30,predictor_leads_target
JP-13,cases,t2m_std_anom,seasonal_subannual,4,-0.1898941475392991,0.1898941475392991,-0.18037974853796804,0.009514399001331053,4379,30,predictor_leads_target
JP-13,cases,ah,seasonal_subannual,29,0.158626203736138,0.158626203736138,-0.05875005711923015,0.09987614661690786,4354,30,predictor_leads_target
JP-13,cases,t2m,seasonal_subannual,30,0.14766629503671666,0.14766629503671666,-0.14049959599037648,0.00716669904634018,4353,30,predictor_leads_target
JP-13,cases,c2w_event,seasonal_subannual,16,-0.13144594917686273,0.13144594917686273,-0.01608739602244761,0.11535855315441512,4367,30,predictor_leads_target
JP-13,cases,nw_wind,seasonal_subannual,17,-0.10398172949094227,0.10398172949094227,-0.0518949909542116,0.05208673853673067,4366,30,predictor_leads_target
JP-13,cases,c2w_transition_intensity,seasonal_subannual,14,-0.09363600374850925,0.09363600374850925,-0.010163707464500675,0.08347229628400857,4369,30,predictor_leads_target
JP-13,cases,tp,seasonal_subannual,0,-0.044782055376416344,0.044782055376416344,-0.044782055376416344,0.0,4383,30,predictor_leads_target
JP-13,cases,w2c_event,seasonal_subannual,6,-0.03352257848393814,0.03352257848393814,-0.023446420212314713,0.010076158271623423,4377,30,predictor_leads_target
JP-13,cases,w2c_transition_intensity,seasonal_subannual,5,-0.023991711668251346,0.023991711668251346,-0.01877169008283501,0.005220021585416335,4378,30,predictor_leads_target
JP-13,cases,t2m,semiannual,26,-0.782716019361068,0.782716019361068,-0.48844270358700015,0.2942733157740679,4357,30,predictor_leads_target
JP-13,cases,tp,semiannual,17,-0.6801220344743883,0.6801220344743883,-0.56920064597637,0.11092138849801836,4366,30,predictor_leads_target
JP-13,cases,ah,semiannual,0,0.531761971198144,0.531761971198144,0.531761971198144,0.0,4383,30,predictor_leads_target
JP-13,cases,rh,semiannual,30,0.13545300227363008,0.13545300227363008,-0.034172778596340284,0.1012802236772898,4353,30,predictor_leads_target
JP-13,cases,nw_wind,semiannual,30,-0.05902517001621707,0.05902517001621707,0.04812771816042107,0.010897451855795999,4353,30,predictor_leads_target
JP-13,cases,w2c_event,semiannual,16,-0.01834751027833876,0.01834751027833876,-0.016085788499790987,0.0022617217785477726,4367,30,predictor_leads_target
JP-13,cases,t2m_std_anom,semiannual,9,-0.017249378412850364,0.017249378412850364,-0.015483881193510114,0.0017654972193402504,4374,30,predictor_leads_target
JP-13,cases,w2c_transition_intensity,semiannual,30,0.007696568047985999,0.007696568047985999,-0.0019480809605966851,0.005748487087389314,4353,30,predictor_leads_target
JP-13,cases,tp,subseasonal,6,-0.1020119880769776,0.1020119880769776,0.06984050136190195,0.03217148671507565,4377,21,predictor_leads_target
JP-13,cases,nw_wind,subseasonal,0,0.07137605877335813,0.07137605877335813,0.07137605877335813,0.0,4383,21,predictor_leads_target
JP-13,cases,ah,subseasonal,21,0.06739403353519254,0.06739403353519254,-0.03748538145476738,0.029908652080425153,4362,21,predictor_leads_target
JP-13,cases,w2c_event,subseasonal,19,-0.05967170987954826,0.05967170987954826,0.03899730726002847,0.020674402619519784,4364,21,predictor_leads_target
JP-13,cases,w2c_transition_intensity,subseasonal,19,-0.059449028773357115,0.059449028773357115,0.03278059520285064,0.026668433570506474,4364,21,predictor_leads_target
JP-13,cases,t2m_std_anom,subseasonal,1,-0.052024772120586205,0.052024772120586205,-0.0491191767397875,0.002905595380798702,4382,21,predictor_leads_target
JP-13,cases,t2m,subseasonal,21,0.044735892491163984,0.044735892491163984,-0.03128657923697309,0.013449313254190895,4362,21,predictor_leads_target
JP-13,cases,c2w_transition_intensity,subseasonal,6,-0.044618817387588355,0.044618817387588355,-0.012351069669847432,0.03226774771774092,4377,21,predictor_leads_target
JP-13,cases,rh,subseasonal,20,0.03975283320831904,0.03975283320831904,-0.014208501704972372,0.025544331503346666,4363,21,predictor_leads_target
JP-13,cases,c2w_event,subseasonal,6,-0.03886518814337084,0.03886518814337084,-0.009781587435631142,0.029083600707739694,4377,21,predictor_leads_target
JP-13,cases,rh,trend,0,-0.9926540971032335,0.9926540971032335,-0.9926540971032335,0.0,4383,0,predictor_leads_target
JP-13,cases,tp,trend,0,-0.983568062824095,0.983568062824095,-0.983568062824095,0.0,4383,0,predictor_leads_target
JP-13,cases,nw_wind,trend,0,0.892604966542987,0.892604966542987,0.892604966542987,0.0,4383,0,predictor_leads_target
JP-13,cases,c2w_event,trend,0,-0.7618414873817169,0.7618414873817169,-0.7618414873817169,0.0,4383,0,predictor_leads_target
JP-13,cases,w2c_event,trend,0,-0.7453867076395291,0.7453867076395291,-0.7453867076395291,0.0,4383,0,predictor_leads_target
JP-13,cases,w2c_transition_intensity,trend,0,-0.6771042976568815,0.6771042976568815,-0.6771042976568815,0.0,4383,0,predictor_leads_target
JP-13,cases,t2m_std_anom,trend,0,-0.3616322400400536,0.3616322400400536,-0.3616322400400536,0.0,4383,0,predictor_leads_target
JP-13,cases,ah,trend,0,-0.2776055891597296,0.2776055891597296,-0.2776055891597296,0.0,4383,0,predictor_leads_target
JP-13,cases,t2m,trend,0,0.11819368592975701,0.11819368592975701,0.11819368592975701,0.0,4383,0,predictor_leads_target
JP-13,cases,c2w_transition_intensity,trend,0,-0.031120864628601693,0.031120864628601693,-0.031120864628601693,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,nw_wind,annual,22,0.9849124260305168,0.9849124260305168,0.9180608364423829,0.06685158958813386,4361,30,predictor_leads_target
JP-13,incidence_per_100k,t2m,annual,0,-0.9797968652998478,0.9797968652998478,-0.9797968652998478,0.0,4383,30,predictor_leads_target
JP-13,incidence_per_100k,ah,annual,0,-0.9726834463047084,0.9726834463047084,-0.9726834463047084,0.0,4383,30,predictor_leads_target
JP-13,incidence_per_100k,tp,annual,0,-0.9613436656482107,0.9613436656482107,-0.9613436656482107,0.0,4383,30,predictor_leads_target
JP-13,incidence_per_100k,rh,annual,0,-0.9476719867228285,0.9476719867228285,-0.9476719867228285,0.0,4383,30,predictor_leads_target
JP-13,incidence_per_100k,t2m_std_anom,annual,0,-0.31818110355997953,0.31818110355997953,-0.31818110355997953,0.0,4383,30,predictor_leads_target
JP-13,incidence_per_100k,w2c_event,annual,0,0.01857142706870321,0.01857142706870321,0.01857142706870321,0.0,4383,30,predictor_leads_target
JP-13,incidence_per_100k,w2c_transition_intensity,annual,0,0.01633048037565972,0.01633048037565972,0.01633048037565972,0.0,4383,30,predictor_leads_target
JP-13,incidence_per_100k,rh,high_frequency,7,0.05119087783894845,0.05119087783894845,-0.006342193416856757,0.044848684422091695,4376,14,predictor_leads_target
JP-13,incidence_per_100k,t2m,high_frequency,0,0.04803042819328011,0.04803042819328011,0.04803042819328011,0.0,4383,14,predictor_leads_target
JP-13,incidence_per_100k,ah,high_frequency,1,0.044783607758825845,0.044783607758825845,0.02224375071128481,0.022539857047541037,4382,14,predictor_leads_target
JP-13,incidence_per_100k,c2w_event,high_frequency,8,0.03469943938862605,0.03469943938862605,-0.01818874528816291,0.016510694100463137,4375,14,predictor_leads_target
JP-13,incidence_per_100k,tp,high_frequency,8,0.03270120249337485,0.03270120249337485,0.0032670710152176655,0.029434131478157183,4375,14,predictor_leads_target
JP-13,incidence_per_100k,c2w_transition_intensity,high_frequency,8,0.030578023739691165,0.030578023739691165,-0.010657606894740825,0.019920416844950342,4375,14,predictor_leads_target
JP-13,incidence_per_100k,nw_wind,high_frequency,8,-0.024177704791204048,0.024177704791204048,0.023624087479027056,0.0005536173121769919,4375,14,predictor_leads_target
JP-13,incidence_per_100k,w2c_transition_intensity,high_frequency,4,-0.021370550659378755,0.021370550659378755,0.004724892646322082,0.016645658013056674,4379,14,predictor_leads_target
JP-13,incidence_per_100k,w2c_event,high_frequency,10,-0.015293828311290671,0.015293828311290671,-0.0021758421235969815,0.013117986187693689,4373,14,predictor_leads_target
JP-13,incidence_per_100k,rh,interannual,0,-0.578043623824221,0.578043623824221,-0.578043623824221,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,t2m,interannual,0,-0.27533337310472794,0.27533337310472794,-0.27533337310472794,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,ah,interannual,0,-0.25438608900679854,0.25438608900679854,-0.25438608900679854,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,c2w_transition_intensity,interannual,0,-0.15756416938207635,0.15756416938207635,-0.15756416938207635,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,nw_wind,interannual,0,-0.0760663178402779,0.0760663178402779,-0.0760663178402779,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,c2w_event,interannual,0,-0.07235783767471336,0.07235783767471336,-0.07235783767471336,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,t2m_std_anom,interannual,0,-0.01694337155719176,0.01694337155719176,-0.01694337155719176,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,rh,seasonal_subannual,0,-0.2595232893778931,0.2595232893778931,-0.2595232893778931,0.0,4383,30,predictor_leads_target
JP-13,incidence_per_100k,t2m_std_anom,seasonal_subannual,4,-0.19222526695230752,0.19222526695230752,-0.18018398566686677,0.012041281285440741,4379,30,predictor_leads_target
JP-13,incidence_per_100k,ah,seasonal_subannual,28,0.17423315361317032,0.17423315361317032,-0.05214497860413007,0.12208817500904026,4355,30,predictor_leads_target
JP-13,incidence_per_100k,t2m,seasonal_subannual,30,0.15811670639980877,0.15811670639980877,-0.1436572609213441,0.014459445478464672,4353,30,predictor_leads_target
JP-13,incidence_per_100k,c2w_event,seasonal_subannual,15,-0.1454221103613387,0.1454221103613387,-0.0350667482098317,0.110355362151507,4368,30,predictor_leads_target
JP-13,incidence_per_100k,nw_wind,seasonal_subannual,17,-0.11839079442352496,0.11839079442352496,-0.05464602044260161,0.06374477398092335,4366,30,predictor_leads_target
JP-13,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,14,-0.10845618891422111,0.10845618891422111,-0.014872723562454426,0.09358346535176669,4369,30,predictor_leads_target
JP-13,incidence_per_100k,tp,seasonal_subannual,0,-0.06359666068738151,0.06359666068738151,-0.06359666068738151,0.0,4383,30,predictor_leads_target
JP-13,incidence_per_100k,w2c_event,seasonal_subannual,9,-0.03508488021747769,0.03508488021747769,-0.013349252214451929,0.02173562800302576,4374,30,predictor_leads_target
JP-13,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,9,-0.021118558713881207,0.021118558713881207,-0.007803613616663244,0.013314945097217963,4374,30,predictor_leads_target
JP-13,incidence_per_100k,t2m,semiannual,27,-0.7795632879179085,0.7795632879179085,-0.4797489536126673,0.29981433430524124,4356,30,predictor_leads_target
JP-13,incidence_per_100k,tp,semiannual,16,-0.6749520805188081,0.6749520805188081,-0.5728356341407855,0.10211644637802253,4367,30,predictor_leads_target
JP-13,incidence_per_100k,ah,semiannual,0,0.5320316056998756,0.5320316056998756,0.5320316056998756,0.0,4383,30,predictor_leads_target
JP-13,incidence_per_100k,rh,semiannual,30,0.151957336585652,0.151957336585652,-0.034649277930702764,0.11730805865494923,4353,30,predictor_leads_target
JP-13,incidence_per_100k,nw_wind,semiannual,0,0.053516584544027614,0.053516584544027614,0.053516584544027614,0.0,4383,30,predictor_leads_target
JP-13,incidence_per_100k,t2m_std_anom,semiannual,17,-0.021199639176783528,0.021199639176783528,-0.014134716128484262,0.007064923048299266,4366,30,predictor_leads_target
JP-13,incidence_per_100k,w2c_event,semiannual,15,-0.01607893659957849,0.01607893659957849,-0.014885288026705173,0.0011936485728733168,4368,30,predictor_leads_target
JP-13,incidence_per_100k,w2c_transition_intensity,semiannual,30,0.009203457012273996,0.009203457012273996,-5.5254638440509894e-05,0.009148202373833486,4353,30,predictor_leads_target
JP-13,incidence_per_100k,tp,subseasonal,6,-0.10682792863952169,0.10682792863952169,0.07572067789746555,0.03110725074205614,4377,21,predictor_leads_target
JP-13,incidence_per_100k,nw_wind,subseasonal,0,0.0695797150341254,0.0695797150341254,0.0695797150341254,0.0,4383,21,predictor_leads_target
JP-13,incidence_per_100k,w2c_event,subseasonal,19,-0.05768464846349491,0.05768464846349491,0.04071450556217714,0.016970142901317764,4364,21,predictor_leads_target
JP-13,incidence_per_100k,w2c_transition_intensity,subseasonal,20,-0.05712531162786215,0.05712531162786215,0.03587025180574122,0.021255059822120927,4363,21,predictor_leads_target
JP-13,incidence_per_100k,ah,subseasonal,21,0.05209791722515335,0.05209791722515335,-0.035985799941105255,0.016112117284048093,4362,21,predictor_leads_target
JP-13,incidence_per_100k,c2w_transition_intensity,subseasonal,6,-0.052017194527642356,0.052017194527642356,-0.0041225226319853816,0.04789467189565697,4377,21,predictor_leads_target
JP-13,incidence_per_100k,t2m_std_anom,subseasonal,1,-0.05026278248609481,0.05026278248609481,-0.04370116569592321,0.006561616790171601,4382,21,predictor_leads_target
JP-13,incidence_per_100k,c2w_event,subseasonal,6,-0.04700518597847319,0.04700518597847319,-0.0026037499215363458,0.04440143605693685,4377,21,predictor_leads_target
JP-13,incidence_per_100k,rh,subseasonal,9,-0.04342798367719941,0.04342798367719941,-0.020681508499184393,0.022746475178015018,4374,21,predictor_leads_target
JP-13,incidence_per_100k,t2m,subseasonal,5,-0.03556011575136276,0.03556011575136276,-0.02180915898225524,0.013750956769107519,4378,21,predictor_leads_target
JP-13,incidence_per_100k,rh,trend,0,-0.9915596488403241,0.9915596488403241,-0.9915596488403241,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,tp,trend,0,-0.9769271770216335,0.9769271770216335,-0.9769271770216335,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,nw_wind,trend,0,0.9023149706249536,0.9023149706249536,0.9023149706249536,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,c2w_event,trend,0,-0.7793121397942234,0.7793121397942234,-0.7793121397942234,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,w2c_event,trend,0,-0.7155221893471708,0.7155221893471708,-0.7155221893471708,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,w2c_transition_intensity,trend,0,-0.6442674302544665,0.6442674302544665,-0.6442674302544665,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,t2m_std_anom,trend,0,-0.39604371136818484,0.39604371136818484,-0.39604371136818484,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,ah,trend,0,-0.3008569640077562,0.3008569640077562,-0.3008569640077562,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,t2m,trend,0,0.09173461446727542,0.09173461446727542,0.09173461446727542,0.0,4383,0,predictor_leads_target
JP-13,incidence_per_100k,c2w_transition_intensity,trend,0,-0.06964792579775013,0.06964792579775013,-0.06964792579775013,0.0,4383,0,predictor_leads_target
JP-14,cases,nw_wind,annual,26,0.9868553835253906,0.9868553835253906,0.8883669732531234,0.09848841027226718,4357,30,predictor_leads_target
JP-14,cases,t2m,annual,0,-0.981467933748898,0.981467933748898,-0.981467933748898,0.0,4383,30,predictor_leads_target
JP-14,cases,rh,annual,0,-0.9791607547506146,0.9791607547506146,-0.9791607547506146,0.0,4383,30,predictor_leads_target
JP-14,cases,ah,annual,0,-0.9760539238912691,0.9760539238912691,-0.9760539238912691,0.0,4383,30,predictor_leads_target
JP-14,cases,tp,annual,0,-0.9522859794566565,0.9522859794566565,-0.9522859794566565,0.0,4383,30,predictor_leads_target
JP-14,cases,t2m_std_anom,annual,0,-0.30136122783546343,0.30136122783546343,-0.30136122783546343,0.0,4383,30,predictor_leads_target
JP-14,cases,w2c_event,annual,0,0.041301466062240964,0.041301466062240964,0.041301466062240964,0.0,4383,30,predictor_leads_target
JP-14,cases,w2c_transition_intensity,annual,30,0.021680440106997368,0.021680440106997368,0.018391604774914413,0.0032888353320829553,4353,30,predictor_leads_target
JP-14,cases,rh,high_frequency,7,0.055482989497820025,0.055482989497820025,-0.005225241057320806,0.05025774844049922,4376,14,predictor_leads_target
JP-14,cases,nw_wind,high_frequency,12,0.03439765058268788,0.03439765058268788,-0.010644251850008361,0.023753398732679516,4371,14,predictor_leads_target
JP-14,cases,tp,high_frequency,7,0.03020075402156636,0.03020075402156636,-0.005931113278281537,0.024269640743284825,4376,14,predictor_leads_target
JP-14,cases,w2c_transition_intensity,high_frequency,6,0.029286359190196492,0.029286359190196492,0.0005747999022520518,0.02871155928794444,4377,14,predictor_leads_target
JP-14,cases,ah,high_frequency,4,-0.027651566279273197,0.027651566279273197,-0.005284203347562154,0.022367362931711043,4379,14,predictor_leads_target
JP-14,cases,c2w_transition_intensity,high_frequency,0,0.026861045261128855,0.026861045261128855,0.026861045261128855,0.0,4383,14,predictor_leads_target
JP-14,cases,c2w_event,high_frequency,0,0.02588177978904872,0.02588177978904872,0.02588177978904872,0.0,4383,14,predictor_leads_target
JP-14,cases,t2m,high_frequency,5,-0.025861935809951563,0.025861935809951563,-0.010291799250853878,0.015570136559097685,4378,14,predictor_leads_target
JP-14,cases,w2c_event,high_frequency,6,0.025395986511757868,0.025395986511757868,0.0012093611052795053,0.02418662540647836,4377,14,predictor_leads_target
JP-14,cases,t2m_std_anom,interannual,0,-0.24082210057451003,0.24082210057451003,-0.24082210057451003,0.0,4383,0,predictor_leads_target
JP-14,cases,nw_wind,interannual,0,-0.13608263265278292,0.13608263265278292,-0.13608263265278292,0.0,4383,0,predictor_leads_target
JP-14,cases,t2m,interannual,0,-0.12784994224071597,0.12784994224071597,-0.12784994224071597,0.0,4383,0,predictor_leads_target
JP-14,cases,rh,interannual,0,0.11798189308806288,0.11798189308806288,0.11798189308806288,0.0,4383,0,predictor_leads_target
JP-14,cases,c2w_event,interannual,0,-0.021511580020661874,0.021511580020661874,-0.021511580020661874,0.0,4383,0,predictor_leads_target
