prefecture_code,variable,assigned_band,band_trajectory_energy_fraction,n_components
JP-13,nw_wind,annual,0.2435101202909543,2
JP-13,nw_wind,high_frequency,0.15575907137217931,227
JP-13,nw_wind,interannual,0.0035482570191162233,4
JP-13,nw_wind,seasonal_subannual,0.0375754835617771,30
JP-13,nw_wind,semiannual,0.007448696020663942,6
JP-13,nw_wind,subseasonal,0.12012082759326033,130
JP-13,nw_wind,trend,0.018759322778669325,1
JP-13,rh,annual,0.005328214391343376,4
JP-13,rh,high_frequency,0.0020148029101717227,152
JP-13,rh,interannual,0.00024042377471221536,6
JP-13,rh,seasonal_subannual,0.0018459354371156672,63
JP-13,rh,semiannual,0.0001764815031367736,9
JP-13,rh,subseasonal,0.0029638704424761147,165
JP-13,rh,trend,0.9813216373743764,1
JP-13,t2m,annual,0.2433117398908808,6
JP-13,t2m,high_frequency,0.0013508424132600491,69
JP-13,t2m,interannual,0.0002839332900105987,6
JP-13,t2m,seasonal_subannual,0.004036376414793688,75
JP-13,t2m,semiannual,0.002273193058475573,15
JP-13,t2m,subseasonal,0.007371372541204061,228
JP-13,t2m,trend,0.7337634680045161,1
JP-13,t2m_std_anom,annual,0.06727647137301729,6
JP-13,t2m_std_anom,interannual,0.030428407961214526,8
JP-13,t2m_std_anom,seasonal_subannual,0.30042992750498776,109
JP-13,t2m_std_anom,semiannual,0.06189124291257754,11
JP-13,t2m_std_anom,subseasonal,0.436411352986121,264
JP-13,t2m_std_anom,trend,0.019688367020571584,2
JP-13,tp,annual,0.02270698955115709,2
JP-13,tp,high_frequency,0.14066889562927654,171
JP-13,tp,seasonal_subannual,0.0483503514725105,42
JP-13,tp,semiannual,0.008540642009570823,8
JP-13,tp,subseasonal,0.18543520083250922,176
JP-13,tp,trend,0.23943282934234963,1
JP-13,w2c_event,annual,0.0023121122725542472,2
JP-13,w2c_event,high_frequency,0.3069124074465103,296
JP-13,w2c_event,seasonal_subannual,0.02192402404371736,21
JP-13,w2c_event,semiannual,0.0006773756858019114,1
JP-13,w2c_event,subseasonal,0.08534613569951571,79
JP-13,w2c_event,trend,0.007492282553919789,1
JP-13,w2c_transition_intensity,annual,0.003443761472013939,3
JP-13,w2c_transition_intensity,high_frequency,0.2995789300455111,292
JP-13,w2c_transition_intensity,seasonal_subannual,0.01988147935383263,19
JP-13,w2c_transition_intensity,semiannual,0.0006903521996793548,1
JP-13,w2c_transition_intensity,subseasonal,0.08936612492195135,84
JP-13,w2c_transition_intensity,trend,0.007369358739173199,1
JP-14,ah,annual,0.18986031243024667,6
JP-14,ah,high_frequency,0.0017662043682246454,89
JP-14,ah,interannual,0.0005199824892379724,10
JP-14,ah,seasonal_subannual,0.0039904519114734105,71
JP-14,ah,semiannual,0.006955325617558339,12
JP-14,ah,subseasonal,0.007109632944258972,211
JP-14,ah,trend,0.7825171370370219,1
JP-14,c2w_event,high_frequency,0.31064148465947405,305
JP-14,c2w_event,interannual,0.006887859823290023,7
JP-14,c2w_event,seasonal_subannual,0.010107342967351508,10
JP-14,c2w_event,semiannual,0.0007314615644376254,1
JP-14,c2w_event,subseasonal,0.08374302635344726,76
JP-14,c2w_event,trend,0.0057799251212991305,1
JP-14,c2w_transition_intensity,high_frequency,0.29837954145725265,288
JP-14,c2w_transition_intensity,interannual,0.006761291706602075,7
JP-14,c2w_transition_intensity,seasonal_subannual,0.013261331521461302,14
JP-14,c2w_transition_intensity,semiannual,0.0008373725079399696,1
JP-14,c2w_transition_intensity,subseasonal,0.09512107908362373,89
JP-14,c2w_transition_intensity,trend,0.005763661727361714,1
JP-14,cases,annual,0.04090400741416668,5
JP-14,cases,high_frequency,0.019897510622340894,275
JP-14,cases,interannual,7.742648053407155e-05,1
JP-14,cases,seasonal_subannual,0.0024788418241126174,27
JP-14,cases,semiannual,0.00617102841901868,8
JP-14,cases,subseasonal,0.008452622350384053,82
JP-14,cases,trend,0.8813277394519327,2
JP-14,incidence_per_100k,annual,0.04079461396476704,5
JP-14,incidence_per_100k,high_frequency,0.019684022814220097,272
JP-14,incidence_per_100k,interannual,0.00021625672032705932,2
JP-14,incidence_per_100k,seasonal_subannual,0.0024730040510528056,27
JP-14,incidence_per_100k,semiannual,0.006022392627607316,7
JP-14,incidence_per_100k,subseasonal,0.008643959488352131,85
JP-14,incidence_per_100k,trend,0.8814003584207319,2
JP-14,nw_wind,annual,0.23789231591073873,3
JP-14,nw_wind,high_frequency,0.12595480690283647,182
JP-14,nw_wind,interannual,0.0032730517523108637,3
JP-14,nw_wind,seasonal_subannual,0.04829036301068486,44
JP-14,nw_wind,semiannual,0.009324818771817317,8
JP-14,nw_wind,subseasonal,0.1536425722785421,159
JP-14,nw_wind,trend,0.03029069086389141,1
JP-14,rh,annual,0.006666120875020953,4
JP-14,rh,high_frequency,0.0018353240890909667,148
JP-14,rh,interannual,0.00015034987647819146,6
JP-14,rh,seasonal_subannual,0.0014156887072693028,54
JP-14,rh,semiannual,6.099142484496929e-05,2
JP-14,rh,subseasonal,0.0032185266117129743,185
JP-14,rh,trend,0.9810300629115248,1
JP-14,t2m,annual,0.211573478310533,5
JP-14,t2m,high_frequency,0.001313256333051149,76
JP-14,t2m,interannual,0.00030826415059677647,6
JP-14,t2m,seasonal_subannual,0.003437739772975375,80
JP-14,t2m,semiannual,0.0018097128951777123,13
JP-14,t2m,subseasonal,0.005980289642964077,217
JP-14,t2m,trend,0.7690224692442705,3
JP-14,t2m_std_anom,annual,0.05552477275471431,4
JP-14,t2m_std_anom,interannual,0.03372112396501537,8
JP-14,t2m_std_anom,seasonal_subannual,0.30676023323657114,104
JP-14,t2m_std_anom,semiannual,0.06338867100186232,12
JP-14,t2m_std_anom,subseasonal,0.43319986191195753,270
JP-14,t2m_std_anom,trend,0.021814472838318687,2
JP-14,tp,annual,0.010592041591236594,2
JP-14,tp,high_frequency,0.1399287336019908,162
JP-14,tp,seasonal_subannual,0.05514517655579811,46
JP-14,tp,semiannual,0.006708032256263358,5
JP-14,tp,subseasonal,0.1985196977243927,184
JP-14,tp,trend,0.22030997103893596,1
JP-14,w2c_event,annual,0.0008269293960834939,1
JP-14,w2c_event,high_frequency,0.2973953353168725,295
JP-14,w2c_event,seasonal_subannual,0.011641940467341618,10
JP-14,w2c_event,semiannual,0.0008944968553324573,1
JP-14,w2c_event,subseasonal,0.09334815954719092,92
JP-14,w2c_event,trend,0.00781668429569518,1
JP-14,w2c_transition_intensity,annual,0.004119167835602823,5
JP-14,w2c_transition_intensity,high_frequency,0.2881734119723774,284
JP-14,w2c_transition_intensity,seasonal_subannual,0.018837228130900656,19
JP-14,w2c_transition_intensity,semiannual,0.0022955268930134726,3
JP-14,w2c_transition_intensity,subseasonal,0.09059472922331889,88
JP-14,w2c_transition_intensity,trend,0.007656158836564529,1
JP-15,ah,annual,0.2161021936321528,6
JP-15,ah,high_frequency,0.0014859854595252705,90
JP-15,ah,interannual,0.00030751160364738317,8
JP-15,ah,seasonal_subannual,0.004646196469016503,77
JP-15,ah,semiannual,0.011578623660006029,12
JP-15,ah,subseasonal,0.005233637163110841,206
JP-15,ah,trend,0.7543069692177304,1
JP-15,c2w_event,high_frequency,0.2926456073728063,283
JP-15,c2w_event,interannual,0.006577358295438336,3
JP-15,c2w_event,seasonal_subannual,0.020580942914531532,21
JP-15,c2w_event,semiannual,0.004575145180968774,5
JP-15,c2w_event,subseasonal,0.0903353578360499,88
JP-15,c2w_transition_intensity,high_frequency,0.29265394496269903,280
JP-15,c2w_transition_intensity,interannual,0.008776198177872582,6
JP-15,c2w_transition_intensity,seasonal_subannual,0.019061380227766305,20
JP-15,c2w_transition_intensity,semiannual,0.00597824580599688,6
JP-15,c2w_transition_intensity,subseasonal,0.08959116932266514,88
JP-15,cases,annual,0.03500798041780896,2
JP-15,cases,high_frequency,0.06252824319591575,279
JP-15,cases,interannual,0.001160120539846663,3
JP-15,cases,seasonal_subannual,0.0052451175614992756,22
JP-15,cases,semiannual,0.0011380559453689617,2
JP-15,cases,subseasonal,0.019560240307438227,90
JP-15,cases,trend,0.7540781718599661,2
JP-15,incidence_per_100k,annual,0.03534366424567012,2
JP-15,incidence_per_100k,high_frequency,0.06322284211565588,283
JP-15,incidence_per_100k,interannual,0.0013383255109773488,4
JP-15,incidence_per_100k,seasonal_subannual,0.005057192750590348,21
JP-15,incidence_per_100k,semiannual,0.0011769801991546216,2
JP-15,incidence_per_100k,subseasonal,0.01893800542608192,86
JP-15,incidence_per_100k,trend,0.7541316783725338,2
JP-15,nw_wind,annual,0.12254144035432181,6
JP-15,nw_wind,high_frequency,0.21237833070180667,222
JP-15,nw_wind,seasonal_subannual,0.03282342251784562,31
JP-15,nw_wind,semiannual,0.011484153403637273,3
JP-15,nw_wind,subseasonal,0.13397357960899517,137
JP-15,nw_wind,trend,0.04168724117927489,1
JP-15,rh,annual,0.0007853027005212374,5
JP-15,rh,high_frequency,0.0014273025121952436,189
JP-15,rh,interannual,9.852426108734607e-05,8
JP-15,rh,seasonal_subannual,0.0006599538512199506,49
JP-15,rh,semiannual,0.0007245201370480462,9
JP-15,rh,subseasonal,0.001297134051861359,139
JP-15,rh,trend,0.9909645143668848,1
JP-15,t2m,annual,0.40644573524975497,6
JP-15,t2m,high_frequency,0.0026603358750104987,97
JP-15,t2m,interannual,0.0005268646594626396,6
JP-15,t2m,seasonal_subannual,0.005010482563627795,64
JP-15,t2m,semiannual,0.0012810561249531737,11
JP-15,t2m,subseasonal,0.009843172473963597,214
JP-15,t2m,trend,0.5623837248562464,2
JP-15,t2m_std_anom,annual,0.11146354835834778,6
JP-15,t2m_std_anom,interannual,0.03488024993328259,9
JP-15,t2m_std_anom,seasonal_subannual,0.2801968867400671,89
JP-15,t2m_std_anom,semiannual,0.04943644603658596,13
JP-15,t2m_std_anom,subseasonal,0.43113023760187674,282
JP-15,t2m_std_anom,trend,0.011446642118175667,1
JP-15,tp,annual,0.0050660705793612645,2
JP-15,tp,high_frequency,0.09631365091036373,160
JP-15,tp,interannual,0.0018829246199743499,2
JP-15,tp,seasonal_subannual,0.04038828361146879,44
JP-15,tp,semiannual,0.013375130205563381,8
JP-15,tp,subseasonal,0.1389924730982586,183
JP-15,tp,trend,0.4355801477198997,1
JP-15,w2c_event,high_frequency,0.27758896902618946,276
JP-15,w2c_event,interannual,0.002332067157313538,2
JP-15,w2c_event,seasonal_subannual,0.01965995012435023,20
JP-15,w2c_event,subseasonal,0.10484370113888461,101
JP-15,w2c_event,trend,0.008798343307615919,1
JP-15,w2c_transition_intensity,high_frequency,0.27488604567963393,272
JP-15,w2c_transition_intensity,interannual,0.0010541769689275016,1
JP-15,w2c_transition_intensity,seasonal_subannual,0.019341050230777503,20
JP-15,w2c_transition_intensity,subseasonal,0.1090727214854188,106
JP-15,w2c_transition_intensity,trend,0.008711012415808154,1
JP-16,ah,annual,0.21776764611801364,5
JP-16,ah,high_frequency,0.0015782832860540006,95
JP-16,ah,interannual,0.0002857536502779668,5
JP-16,ah,seasonal_subannual,0.003939004611704886,65
JP-16,ah,semiannual,0.01058245133662119,10
JP-16,ah,subseasonal,0.0058158728757377815,219
JP-16,ah,trend,0.7534139959483872,1
JP-16,c2w_event,high_frequency,0.29523815451767016,294
JP-16,c2w_event,seasonal_subannual,0.01756837381522293,18
JP-16,c2w_event,subseasonal,0.09000757604445897,87
JP-16,c2w_event,trend,0.006909178096405621,1
JP-16,c2w_transition_intensity,high_frequency,0.30150445874033727,302
JP-16,c2w_transition_intensity,interannual,0.0014987354172664763,2
JP-16,c2w_transition_intensity,seasonal_subannual,0.013328530819121252,13
JP-16,c2w_transition_intensity,subseasonal,0.08804475413938992,82
JP-16,c2w_transition_intensity,trend,0.0068298749054304725,1
JP-16,cases,annual,0.024152502180323596,2
JP-16,cases,high_frequency,0.11673213780385347,273
JP-16,cases,interannual,0.00029084241974547853,1
JP-16,cases,seasonal_subannual,0.007864665633688837,17
JP-16,cases,semiannual,0.004056739473835204,6
JP-16,cases,subseasonal,0.04875678142156635,99
JP-16,cases,trend,0.5603832964838757,2
JP-16,incidence_per_100k,annual,0.024213218228277593,2
JP-16,incidence_per_100k,high_frequency,0.11552526237021588,271
JP-16,incidence_per_100k,seasonal_subannual,0.007726610306473482,15
JP-16,incidence_per_100k,semiannual,0.004077278213073722,6
JP-16,incidence_per_100k,subseasonal,0.05041125118443849,104
JP-16,incidence_per_100k,trend,0.5604393553057068,2
JP-16,nw_wind,annual,0.024706422407405858,2
JP-16,nw_wind,high_frequency,0.23029398744781915,216
JP-16,nw_wind,interannual,0.002126373317182739,2
JP-16,nw_wind,seasonal_subannual,0.037706790217863446,27
JP-16,nw_wind,semiannual,0.006916302647725365,7
JP-16,nw_wind,subseasonal,0.1677720291045729,144
JP-16,nw_wind,trend,0.0026521130211206705,2
JP-16,rh,annual,0.0010542155263280049,5
JP-16,rh,high_frequency,0.001983262959633608,230
JP-16,rh,interannual,3.197051158903526e-05,2
JP-16,rh,seasonal_subannual,0.0007161703092037901,50
JP-16,rh,semiannual,0.000574678711482859,6
JP-16,rh,subseasonal,0.0011375335585851066,106
JP-16,rh,trend,0.9898752496415572,1
JP-16,t2m,annual,0.45006906075205244,6
JP-16,t2m,high_frequency,0.003971481784564365,108
JP-16,t2m,interannual,0.0006078004353254403,5
JP-16,t2m,seasonal_subannual,0.005714195832364528,61
JP-16,t2m,semiannual,0.001821266340352054,10
JP-16,t2m,subseasonal,0.013287699083833496,208
JP-16,t2m,trend,0.5090360624713615,2
JP-16,t2m_std_anom,annual,0.08099633778931876,6
JP-16,t2m_std_anom,interannual,0.018374813796238777,4
JP-16,t2m_std_anom,seasonal_subannual,0.3240869294067464,110
JP-16,t2m_std_anom,semiannual,0.04669581596751402,14
JP-16,t2m_std_anom,subseasonal,0.4213156333612633,264
JP-16,t2m_std_anom,trend,0.022798792013173433,2
JP-16,tp,annual,0.00647974415076939,2
JP-16,tp,high_frequency,0.11730094286641389,179
JP-16,tp,interannual,0.0031097901206805943,5
JP-16,tp,seasonal_subannual,0.04456337276021156,43
JP-16,tp,semiannual,0.008805901837531604,8
JP-16,tp,subseasonal,0.13561978091433355,162
JP-16,tp,trend,0.3883637514726797,1
JP-16,w2c_event,annual,0.0025482151007058316,3
JP-16,w2c_event,high_frequency,0.30098181120690304,283
JP-16,w2c_event,seasonal_subannual,0.022396790471728437,26
JP-16,w2c_event,subseasonal,0.0844201668676091,87
JP-16,w2c_event,trend,0.010190937712474582,1
JP-16,w2c_transition_intensity,annual,0.001775808428297185,2
JP-16,w2c_transition_intensity,high_frequency,0.29992796532075544,285
JP-16,w2c_transition_intensity,seasonal_subannual,0.01970398750597761,22
JP-16,w2c_transition_intensity,subseasonal,0.09014635838192626,90
JP-16,w2c_transition_intensity,trend,0.01011777770891413,1
JP-17,ah,annual,0.2015047512635105,6
JP-17,ah,high_frequency,0.0016719401639217419,100
JP-17,ah,interannual,0.00036850803142444993,9
JP-17,ah,seasonal_subannual,0.004124269466919442,65
JP-17,ah,semiannual,0.010332463267598242,10
JP-17,ah,subseasonal,0.005685864125667439,209
JP-17,ah,trend,0.7695968738064144,1
JP-17,c2w_event,annual,0.0007281964172021203,1
JP-17,c2w_event,high_frequency,0.2939675158724034,281
JP-17,c2w_event,seasonal_subannual,0.013742780518053372,14
JP-17,c2w_event,semiannual,0.003953194663322471,5
JP-17,c2w_event,subseasonal,0.09824229417073119,98
JP-17,c2w_event,trend,0.006014256704594702,1
JP-17,c2w_transition_intensity,high_frequency,0.2855985545928109,273
JP-17,c2w_transition_intensity,seasonal_subannual,0.014656943664492167,15
JP-17,c2w_transition_intensity,semiannual,0.003589846500544381,4
JP-17,c2w_transition_intensity,subseasonal,0.106421826934411,107
JP-17,c2w_transition_intensity,trend,0.0059425464488551795,1
JP-17,cases,annual,0.03428387001400636,3
JP-17,cases,high_frequency,0.12097824069478481,267
JP-17,cases,seasonal_subannual,0.011834638176294338,24
JP-17,cases,semiannual,0.004958006584501355,11
JP-17,cases,subseasonal,0.042624181620635894,94
JP-17,cases,trend,0.5353744040054873,1
JP-17,incidence_per_100k,annual,0.034742346821017074,4
JP-17,incidence_per_100k,high_frequency,0.12454472952684709,278
JP-17,incidence_per_100k,seasonal_subannual,0.010211201855977053,20
JP-17,incidence_per_100k,semiannual,0.006451340194106125,14
JP-17,incidence_per_100k,subseasonal,0.03884933100938728,83
JP-17,incidence_per_100k,trend,0.5353489490753632,1
JP-17,nw_wind,annual,0.11199649812656792,2
JP-17,nw_wind,high_frequency,0.20977715052203721,234
JP-17,nw_wind,interannual,0.004116701753771624,5
JP-17,nw_wind,seasonal_subannual,0.0355576101735527,36
JP-17,nw_wind,semiannual,0.013728849464265447,2
JP-17,nw_wind,subseasonal,0.1174155782026622,120
JP-17,nw_wind,trend,0.06655547293329542,1
JP-17,rh,annual,0.0010850724145502265,2
JP-17,rh,high_frequency,0.001850089241152511,207
JP-17,rh,interannual,0.0001132938227608741,9
JP-17,rh,seasonal_subannual,0.0006215377904995676,40
JP-17,rh,semiannual,0.00080247902885639,5
JP-17,rh,subseasonal,0.0014860786844450367,136
JP-17,rh,trend,0.989446772474189,1
JP-17,t2m,annual,0.2934861502141608,7
JP-17,t2m,high_frequency,0.0024664899737126423,100
JP-17,t2m,interannual,0.00031176502473804704,4
JP-17,t2m,seasonal_subannual,0.003796942079138735,69
JP-17,t2m,semiannual,0.0016835240880556344,17
JP-17,t2m,subseasonal,0.00803947797527406,201
JP-17,t2m,trend,0.6804108419714597,2
JP-17,t2m_std_anom,annual,0.10576928069218047,6
JP-17,t2m_std_anom,interannual,0.02425558809012939,7
JP-17,t2m_std_anom,seasonal_subannual,0.3057666762870552,103
JP-17,t2m_std_anom,semiannual,0.04799624414307636,17
JP-17,t2m_std_anom,subseasonal,0.4086730108258236,265
JP-17,t2m_std_anom,trend,0.021876579030917,2
JP-17,tp,annual,0.0066129368183490194,3
JP-17,tp,high_frequency,0.11995833639994494,168
JP-17,tp,interannual,0.001859586278719446,2
JP-17,tp,seasonal_subannual,0.057023968148302476,53
JP-17,tp,semiannual,0.005136466172776582,5
JP-17,tp,subseasonal,0.15794264865368857,168
JP-17,tp,trend,0.33610460992970415,1
JP-17,w2c_event,annual,0.002201379005503313,2
JP-17,w2c_event,high_frequency,0.302609995736465,291
JP-17,w2c_event,interannual,0.0025933526059835742,3
JP-17,w2c_event,seasonal_subannual,0.020442358060808668,21
JP-17,w2c_event,subseasonal,0.09222290470568331,82
JP-17,w2c_event,trend,0.009002764865212504,1
JP-17,w2c_transition_intensity,annual,0.004272883843406555,4
JP-17,w2c_transition_intensity,high_frequency,0.30012867025725265,293
JP-17,w2c_transition_intensity,interannual,0.002186231277027422,3
JP-17,w2c_transition_intensity,seasonal_subannual,0.01780558146470028,18
JP-17,w2c_transition_intensity,subseasonal,0.09325879204972251,81
JP-17,w2c_transition_intensity,trend,0.00885783304208085,1
JP-18,ah,annual,0.19761048782160587,5
JP-18,ah,high_frequency,0.0019825703709212385,113
JP-18,ah,interannual,0.00028995287752226335,6
JP-18,ah,seasonal_subannual,0.004033683543968273,68
JP-18,ah,semiannual,0.009420293883839458,11
JP-18,ah,subseasonal,0.0055937556467443115,196
JP-18,ah,trend,0.7739590446170987,1
JP-18,c2w_event,annual,0.003072961681491433,4
JP-18,c2w_event,high_frequency,0.2945477495491024,294
JP-18,c2w_event,interannual,0.0022134614336110007,2
JP-18,c2w_event,seasonal_subannual,0.016624287600008517,17
JP-18,c2w_event,subseasonal,0.08175336874481634,82
JP-18,c2w_event,trend,0.006219636971825693,1
JP-18,c2w_transition_intensity,annual,0.001438086215958543,2
JP-18,c2w_transition_intensity,high_frequency,0.3035100771410117,302
JP-18,c2w_transition_intensity,interannual,0.003442841288607323,3
JP-18,c2w_transition_intensity,seasonal_subannual,0.014450709534526918,14
JP-18,c2w_transition_intensity,subseasonal,0.07805415420989238,78
JP-18,c2w_transition_intensity,trend,0.006146211487880911,1
JP-18,cases,annual,0.027111187347549515,2
JP-18,cases,high_frequency,0.1553104789554947,287
JP-18,cases,interannual,0.0008416757511259928,2
JP-18,cases,seasonal_subannual,0.013591836680460401,24
JP-18,cases,semiannual,0.0038244014508747957,4
JP-18,cases,subseasonal,0.04285327681636932,80
JP-18,cases,trend,0.4629112629955711,1
JP-18,incidence_per_100k,annual,0.027262551021635877,2
JP-18,incidence_per_100k,high_frequency,0.15260082581163403,281
JP-18,incidence_per_100k,interannual,0.0008422852615120695,2
JP-18,incidence_per_100k,seasonal_subannual,0.014237496732177163,26
JP-18,incidence_per_100k,semiannual,0.003009754258392638,2
JP-18,incidence_per_100k,subseasonal,0.04584227678141456,86
JP-18,incidence_per_100k,trend,0.4632649751506217,1
JP-18,nw_wind,annual,0.14254247660574598,4
JP-18,nw_wind,high_frequency,0.18884774233567583,199
JP-18,nw_wind,interannual,0.004264243174092502,5
JP-18,nw_wind,seasonal_subannual,0.04419126370469333,39
JP-18,nw_wind,semiannual,0.0023921022154673776,2
JP-18,nw_wind,subseasonal,0.15021485554664726,150
JP-18,nw_wind,trend,0.01787273416394857,1
JP-18,rh,annual,0.0009713309523941026,3
JP-18,rh,high_frequency,0.001988560693917093,205
JP-18,rh,interannual,6.728624784061379e-05,5
JP-18,rh,seasonal_subannual,0.0007621929669842244,50
JP-18,rh,semiannual,0.0007585061279341885,5
JP-18,rh,subseasonal,0.0014976509800102534,131
JP-18,rh,trend,0.9888800604426847,1
JP-18,t2m,annual,0.3005619381555243,6
JP-18,t2m,high_frequency,0.0026716255072142215,105
JP-18,t2m,interannual,0.0003289216397891284,4
JP-18,t2m,seasonal_subannual,0.004598015801458392,73
JP-18,t2m,semiannual,0.001842054064079203,15
JP-18,t2m,subseasonal,0.008221075766580503,195
JP-18,t2m,trend,0.6719543575751145,2
JP-18,t2m_std_anom,annual,0.09504553976683165,6
JP-18,t2m_std_anom,interannual,0.013151409986306933,6
JP-18,t2m_std_anom,seasonal_subannual,0.3198929387233624,108
JP-18,t2m_std_anom,semiannual,0.04072882614469172,12
JP-18,t2m_std_anom,subseasonal,0.4258980906044034,266
JP-18,t2m_std_anom,trend,0.022935771896932564,2
JP-18,tp,annual,0.007271495652009059,3
JP-18,tp,high_frequency,0.1374113664948332,183
JP-18,tp,interannual,0.0022182252038206642,3
JP-18,tp,seasonal_subannual,0.050538434796406635,41
JP-18,tp,semiannual,0.00451424477394887,4
JP-18,tp,subseasonal,0.15915732827424275,165
JP-18,tp,trend,0.31118085995493205,1
JP-18,w2c_event,annual,0.0035186048778916845,3
JP-18,w2c_event,high_frequency,0.2961576289008211,289
JP-18,w2c_event,seasonal_subannual,0.016062683506000302,17
JP-18,w2c_event,subseasonal,0.0987337427148714,90
JP-18,w2c_event,trend,0.009978912642973044,1
JP-18,w2c_transition_intensity,annual,0.002250249794142243,2
JP-18,w2c_transition_intensity,high_frequency,0.29899423355180854,293
JP-18,w2c_transition_intensity,seasonal_subannual,0.01686921300871732,17
JP-18,w2c_transition_intensity,subseasonal,0.09423657054033566,87
JP-18,w2c_transition_intensity,trend,0.009848491528391984,1
JP-19,ah,annual,0.21588344654277716,6
JP-19,ah,high_frequency,0.0017291831070337857,84
JP-19,ah,interannual,0.0003704213341879708,4
JP-19,ah,seasonal_subannual,0.004110015333860197,64
JP-19,ah,semiannual,0.008300110813773333,11
JP-19,ah,subseasonal,0.007569673906185101,230
JP-19,ah,trend,0.7546510506404728,1
JP-19,c2w_event,high_frequency,0.2915232507693632,291
JP-19,c2w_event,interannual,0.003697846888210324,4
JP-19,c2w_event,seasonal_subannual,0.008668447309378055,9
JP-19,c2w_event,subseasonal,0.10098528561050425,95
JP-19,c2w_event,trend,0.006347999500682132,1
JP-19,c2w_transition_intensity,high_frequency,0.28705455520603035,284
JP-19,c2w_transition_intensity,interannual,0.005333939448208278,5
JP-19,c2w_transition_intensity,seasonal_subannual,0.012454998858393527,13
JP-19,c2w_transition_intensity,subseasonal,0.1008337637950892,96
JP-19,c2w_transition_intensity,trend,0.007186897747844234,2
JP-19,cases,annual,0.041602944156467196,4
JP-19,cases,high_frequency,0.09960536468024596,261
JP-19,cases,interannual,0.0007208515185046203,2
JP-19,cases,seasonal_subannual,0.011044395704857067,27
JP-19,cases,semiannual,0.005968925778763458,8
JP-19,cases,subseasonal,0.03865528010266495,96
JP-19,cases,trend,0.5894451258788607,2
JP-19,incidence_per_100k,annual,0.04193470801584958,4
JP-19,incidence_per_100k,high_frequency,0.10116151979483952,265
JP-19,incidence_per_100k,interannual,0.0002642833685599848,1
JP-19,incidence_per_100k,seasonal_subannual,0.008500897220322797,19
JP-19,incidence_per_100k,semiannual,0.005577538718785041,7
JP-19,incidence_per_100k,subseasonal,0.04051304309852108,102
JP-19,incidence_per_100k,trend,0.5897577830993962,2
JP-19,nw_wind,annual,0.3198466785951473,6
JP-19,nw_wind,high_frequency,0.16705797062990116,237
JP-19,nw_wind,interannual,0.0030149380925981817,2
JP-19,nw_wind,seasonal_subannual,0.04468035098620035,44
JP-19,nw_wind,semiannual,0.012641365083466184,4
JP-19,nw_wind,subseasonal,0.08438307067422368,107
JP-19,rh,annual,0.007587716737169075,3
JP-19,rh,high_frequency,0.0030811903596885295,152
JP-19,rh,interannual,0.00030710009828583605,6
JP-19,rh,seasonal_subannual,0.0028200602993071733,63
JP-19,rh,semiannual,0.00025276230885308863,7
JP-19,rh,subseasonal,0.004446354958228593,168
JP-19,rh,trend,0.9719055887581306,1
JP-19,t2m,annual,0.38201891487597256,4
JP-19,t2m,high_frequency,0.0018826104383384446,63
JP-19,t2m,interannual,0.0006035606780805729,5
JP-19,t2m,seasonal_subannual,0.006926079148150238,86
JP-19,t2m,semiannual,0.0034014016127300577,13
JP-19,t2m,subseasonal,0.012505850888117244,227
JP-19,t2m,trend,0.5807070137531303,2
JP-19,t2m_std_anom,annual,0.06347186041418575,7
JP-19,t2m_std_anom,interannual,0.02553683131750757,9
JP-19,t2m_std_anom,seasonal_subannual,0.3243760475715527,99
JP-19,t2m_std_anom,semiannual,0.04937802354770974,11
JP-19,t2m_std_anom,subseasonal,0.421767025645996,270
JP-19,t2m_std_anom,trend,0.03315283884625327,4
JP-19,tp,annual,0.025079581597877834,2
JP-19,tp,high_frequency,0.13378350840724607,162
JP-19,tp,interannual,0.0005074999538062585,1
JP-19,tp,seasonal_subannual,0.03919408392871419,37
JP-19,tp,semiannual,0.006291337820045652,6
JP-19,tp,subseasonal,0.1888566006334704,190
JP-19,tp,trend,0.2575439392378885,2
JP-19,w2c_event,high_frequency,0.2879692806110487,287
JP-19,w2c_event,seasonal_subannual,0.025315439491680032,24
JP-19,w2c_event,semiannual,0.003966722165053558,4
JP-19,w2c_event,subseasonal,0.09075142708564644,84
JP-19,w2c_event,trend,0.0072656912266524844,1
JP-19,w2c_transition_intensity,high_frequency,0.28770385284566097,288
JP-19,w2c_transition_intensity,seasonal_subannual,0.02280427082730596,21
JP-19,w2c_transition_intensity,semiannual,0.003462176716078886,4
JP-19,w2c_transition_intensity,subseasonal,0.09304438963460585,86
JP-19,w2c_transition_intensity,trend,0.007160175962993706,1
JP-20,ah,annual,0.2289708324164326,6
JP-20,ah,high_frequency,0.0014831894388034575,75
JP-20,ah,interannual,0.0005547325724223854,7
JP-20,ah,seasonal_subannual,0.0042643277537108715,67
JP-20,ah,semiannual,0.010586385601673532,11
JP-20,ah,subseasonal,0.007193366175684713,233
JP-20,ah,trend,0.7393429989050297,1
JP-20,c2w_event,high_frequency,0.30641926230031324,291
JP-20,c2w_event,interannual,0.0018685404996903647,2
JP-20,c2w_event,seasonal_subannual,0.014654188136051542,15
JP-20,c2w_event,subseasonal,0.09567779966235528,91
JP-20,c2w_event,trend,0.006557749385093127,1
JP-20,c2w_transition_intensity,high_frequency,0.2986206355223777,281
