variable,component,band,mean_band_power_fraction,median_band_power_fraction,min_band_power_fraction,max_band_power_fraction
rh,subseasonal,subseasonal_7_30_days,0.9384214085970991,0.9380376085089703,0.8878266649400229,0.9726186700351608
rh,trend,annual_300_430_days,0.002016021709476785,0.0016555128076241499,0.0003595378649831,0.0053816205302258
rh,trend,high_frequency_2_7_days,1.865971572517639e-08,1.6828699061397972e-08,5.802940828680229e-09,5.217604084437582e-08
rh,trend,interannual_1_3_years,0.5176955906130326,0.4989044516800861,0.3468744596745843,0.7289472479049305
rh,trend,low_frequency_gt_3_years,0.4780149825746034,0.49510166147826584,0.2577791712162675,0.6501110231250498
rh,trend,seasonal_30_150_days,0.00044629624697535656,0.00037411308682125,0.0001327308608367,0.001119746927659
rh,trend,semiannual_150_300_days,0.003736382513986489,0.00311853997140875,0.0016148853015589,0.0120226109430678
rh,trend,subseasonal_7_30_days,1.6350451846609923e-06,1.5081885563380866e-06,5.304930799966232e-07,4.362776997078491e-06
t2m,annual,annual_300_430_days,0.9519361661053564,0.952133252751566,0.949209162291438,0.9529879532498308
t2m,annual,high_frequency_2_7_days,1.7768828510892954e-11,1.7006669531446432e-11,1.2832074783747738e-11,3.436734626713779e-11
t2m,annual,interannual_1_3_years,0.4182162216989609,0.41799995256488715,0.4134067048742179,0.4288027963477264
t2m,annual,low_frequency_gt_3_years,0.0006765689885115999,0.0006789053178549,0.0005669307659264,0.0007522128744797
t2m,annual,seasonal_30_150_days,2.235670443841867e-06,2.138830844425676e-06,1.5484689852719284e-06,3.493345092072151e-06
t2m,annual,semiannual_150_300_days,0.03662903557280066,0.036579379115974905,0.033171625696137,0.0396223972807994
t2m,annual,subseasonal_7_30_days,4.261246404659613e-09,4.045907154026917e-09,2.956115486653926e-09,6.729214658372975e-09
t2m,high_frequency,annual_300_430_days,4.898788166023792e-10,4.340911071170154e-10,2.2173696196352262e-10,1.0257579187288139e-09
t2m,high_frequency,high_frequency_2_7_days,0.9842311061136877,0.986106440494787,0.9649036817577707,0.9966160121870088
t2m,high_frequency,interannual_1_3_years,6.355212660805029e-09,5.331810651601444e-09,2.650665858941574e-09,1.7233390124227548e-08
t2m,high_frequency,low_frequency_gt_3_years,2.1441898993807871e-07,2.2503405656701708e-07,8.545552320174028e-08,3.655656476038518e-07
t2m,high_frequency,seasonal_30_150_days,5.765918193062335e-07,3.61364693363085e-07,1.3164687532361226e-07,4.20640842883282e-06
t2m,high_frequency,semiannual_150_300_days,9.992157945332932e-09,9.300203178150796e-09,4.646248279801889e-09,1.7175673837621322e-08
t2m,high_frequency,subseasonal_7_30_days,0.015768086231410423,0.01389116225706075,0.0033828016041985,0.0350955111392665
t2m,noise,annual_300_430_days,6.251076133643314e-12,4.783246182665611e-12,8.087756373959112e-13,5.3185019980392576e-11
t2m,noise,high_frequency_2_7_days,0.999999915781012,0.999999928696585,0.9999995162325588,0.9999999801858724
t2m,noise,interannual_1_3_years,7.309390657655878e-11,4.788989025684263e-11,9.036181155879791e-12,8.14619861614429e-10
t2m,noise,low_frequency_gt_3_years,3.4412502029340055e-08,2.8524719210134937e-08,2.884300340095483e-09,1.0343923858279684e-07
t2m,noise,seasonal_30_150_days,3.5873008147096565e-09,2.627586779136312e-09,8.121018021595561e-10,2.3189899369411677e-08
t2m,noise,semiannual_150_300_days,1.4470838271724722e-10,1.0997845251529677e-10,2.9173016571598874e-11,9.331985197526083e-10
t2m,noise,subseasonal_7_30_days,4.59976165048524e-08,2.9217445292229996e-08,6.132706330246266e-09,4.251205154126751e-07
t2m,original,annual_300_430_days,0.8687676811622644,0.8716688197890838,0.8140887808121197,0.8845109887285987
t2m,original,high_frequency_2_7_days,0.02403791428620807,0.023599142263321653,0.0188456608873201,0.0372770366694173
t2m,original,interannual_1_3_years,0.38386329866445873,0.3843341748351483,0.3711214594726444,0.3885063395471325
t2m,original,low_frequency_gt_3_years,0.0007863390770026586,0.00075335363668815,0.0006169764807043,0.0012690835446863
t2m,original,seasonal_30_150_days,0.016384119169048653,0.0161681191378598,0.0140613859377038,0.0246559209990238
t2m,original,semiannual_150_300_days,0.0412699893608418,0.041437902324108,0.0373030146682654,0.0457897152143497
t2m,original,subseasonal_7_30_days,0.03729815863463159,0.0356347757719126,0.0276644366256959,0.070787911441203
t2m,reconstructed_signal,annual_300_430_days,0.8726700754673421,0.8756708312732491,0.816278851567368,0.8891970809479625
t2m,reconstructed_signal,high_frequency_2_7_days,0.019659517452945408,0.0192779468942171,0.0137986172227326,0.0346887766573588
t2m,reconstructed_signal,interannual_1_3_years,0.38558712911028864,0.38621840523605866,0.3721198271012515,0.3905645647191664
t2m,reconstructed_signal,low_frequency_gt_3_years,0.0007898757972088739,0.00075727248751425,0.0006199541879416,0.0012748690645143
t2m,reconstructed_signal,seasonal_30_150_days,0.016456717242753258,0.016247880619592252,0.014124766606787,0.0247219716413571
t2m,reconstructed_signal,semiannual_150_300_days,0.04145546156139512,0.04162176300863975,0.0374033374132946,0.0459733584189765
t2m,reconstructed_signal,subseasonal_7_30_days,0.03746126969656359,0.03579281784261065,0.0277712853986551,0.0709769868317619
t2m,reconstruction_residual,annual_300_430_days,6.251076132984031e-12,4.783246181724893e-12,8.087756366626962e-13,5.3185019973193545e-11
t2m,reconstruction_residual,high_frequency_2_7_days,0.999999915781012,0.999999928696585,0.9999995162325586,0.9999999801858724
t2m,reconstruction_residual,interannual_1_3_years,7.309390657884496e-11,4.788989026144577e-11,9.036181149291498e-12,8.146198617052945e-10
t2m,reconstruction_residual,low_frequency_gt_3_years,3.441250202933491e-08,2.852471921018497e-08,2.8843003400680992e-09,1.0343923858278597e-07
t2m,reconstruction_residual,seasonal_30_150_days,3.58730081470753e-09,2.6275867791290944e-09,8.12101802246699e-10,2.3189899369373412e-08
t2m,reconstruction_residual,semiannual_150_300_days,1.4470838271585406e-10,1.0997845249806261e-10,2.9173016570031515e-11,9.33198519835736e-10
t2m,reconstruction_residual,subseasonal_7_30_days,4.5997616504787415e-08,2.9217445292065727e-08,6.1327063304485755e-09,4.251205154132365e-07
t2m,seasonal_subannual,annual_300_430_days,5.202527145074682e-05,5.301015425194769e-05,1.8762196984139447e-05,8.358137222087756e-05
t2m,seasonal_subannual,high_frequency_2_7_days,4.667867554865177e-07,1.1947659657262166e-07,3.608377544437129e-08,5.154931304757221e-06
t2m,seasonal_subannual,interannual_1_3_years,0.0004546267886219544,0.00045644946740095,0.0002427812322707,0.000726598287079
t2m,seasonal_subannual,low_frequency_gt_3_years,4.4321540446570815e-05,4.160169560708705e-05,1.616350321627196e-05,7.847940228103943e-05
t2m,seasonal_subannual,seasonal_30_150_days,0.9604619491289819,0.9646348589103687,0.9129506068197176,0.989861953028421
t2m,seasonal_subannual,semiannual_150_300_days,0.005771080526964459,0.00472941684547055,0.0026654134537605,0.0532057274457893
t2m,seasonal_subannual,subseasonal_7_30_days,0.03323221414164765,0.03008650365495005,0.0065061279294524,0.0788544558369205
t2m,semiannual,annual_300_430_days,0.0003369606699123761,0.00030930723684695,0.0001873035765896,0.0008253928819203
t2m,semiannual,high_frequency_2_7_days,1.10068696878178e-09,1.127397322510212e-09,2.0653147141236568e-10,2.63963360181168e-09
t2m,semiannual,interannual_1_3_years,0.0007279445017043413,0.0006011430724629,0.0003967588469276,0.0029404070637098
t2m,semiannual,low_frequency_gt_3_years,0.00020151090099786886,0.00018402588367795,6.376171421206774e-05,0.000566280036666
t2m,semiannual,seasonal_30_150_days,0.030115346595398874,0.017444281803366248,0.0035755258287196,0.3658491916636785
t2m,semiannual,semiannual_150_300_days,0.9686670019656417,0.9814708817809762,0.6299931907869799,0.9954757309732244
t2m,semiannual,subseasonal_7_30_days,3.91562049728211e-07,4.03407922372394e-07,4.168829385410872e-08,7.07463876313497e-07
t2m,subseasonal,annual_300_430_days,8.02702086224717e-08,7.56105873737732e-08,9.065972953229818e-09,2.824849698473266e-07
t2m,subseasonal,high_frequency_2_7_days,0.008220833531231228,0.008075499776790049,0.0019944920243083,0.0187002277792232
t2m,subseasonal,interannual_1_3_years,1.0491887235215683e-06,9.18519767298132e-07,1.0231652530475107e-07,3.979641379043761e-06
t2m,subseasonal,low_frequency_gt_3_years,1.4744905239294656e-06,1.240535902696549e-06,2.763598801785791e-07,3.7615099113701335e-06
t2m,subseasonal,seasonal_30_150_days,0.032369525789285473,0.0304582021618681,0.0159765778674648,0.0651596242886087
t2m,subseasonal,semiannual_150_300_days,1.6834521433146719e-06,1.5264895755685163e-06,2.0309023139568762e-07,6.38259620952472e-06
t2m,subseasonal,subseasonal_7_30_days,0.9594053856492271,0.963076681567241,0.9237117022776355,0.9820251610872864
t2m,trend,annual_300_430_days,0.002026308028198537,0.0019816786903243,0.0011536621538411,0.0036388727057722
t2m,trend,high_frequency_2_7_days,7.413057748148167e-09,7.363406168419432e-09,3.6421367020871402e-09,1.1708364520148537e-08
t2m,trend,interannual_1_3_years,0.5555588064081703,0.5605086613614911,0.3367070240465228,0.7434782879763816
t2m,trend,low_frequency_gt_3_years,0.43804534853946914,0.4336311314797484,0.246504430535999,0.6587583702092595
t2m,trend,seasonal_30_150_days,0.0004291220726551326,0.00041294678815475,0.0001420243184625,0.0008895248914922
t2m,trend,semiannual_150_300_days,0.005556653829747111,0.0055682841746245,0.0020194453847383,0.0091665393518341
t2m,trend,subseasonal_7_30_days,1.682688265622543e-06,1.6258088484460315e-06,6.917218781554037e-07,2.7125931719778216e-06
t2m_std_anom,annual,annual_300_430_days,0.5674592341433327,0.5861033275016584,0.3750223753055773,0.6504259968274358
t2m_std_anom,annual,high_frequency_2_7_days,5.3761412205939394e-11,3.16871897054052e-11,8.224827501625306e-13,3.9776116132148465e-10
t2m_std_anom,annual,interannual_1_3_years,0.4174609912603957,0.4145604934581925,0.11636048336737,0.7538714504940685
t2m_std_anom,annual,low_frequency_gt_3_years,0.013241643579979744,0.00310540945125565,0.0005049474594976,0.0848085329573235
t2m_std_anom,annual,seasonal_30_150_days,0.0006773699903579194,0.00014444753360549998,1.5986674168079936e-06,0.0066491297355817
t2m_std_anom,annual,semiannual_150_300_days,0.2360880310154118,0.24002149066795603,0.0808063135456571,0.4967823633114654
t2m_std_anom,annual,subseasonal_7_30_days,2.650361853957775e-07,2.499298504984907e-08,4.3653234768894936e-10,3.5762677013088185e-06
t2m_std_anom,high_frequency,annual_300_430_days,8.792486010584823e-10,8.854284877700135e-10,5.154774700342768e-10,1.3095186124081352e-09
t2m_std_anom,high_frequency,high_frequency_2_7_days,0.9910652957079296,0.9945930202456452,0.9493365051046666,0.9997550737560588
t2m_std_anom,high_frequency,interannual_1_3_years,3.010983113182154e-09,2.7825605919599762e-09,9.721531492789224e-10,6.2973056053698504e-09
t2m_std_anom,high_frequency,low_frequency_gt_3_years,5.3355639294503964e-08,4.715490000566555e-08,5.630519108397911e-09,1.410197051755645e-07
t2m_std_anom,high_frequency,seasonal_30_150_days,1.5049954904079486e-07,1.4789395311765984e-07,5.125038434533403e-08,2.844249291789845e-07
t2m_std_anom,high_frequency,semiannual_150_300_days,1.0106000969019186e-08,9.997546997322038e-09,3.179392367539803e-09,1.678455938576033e-08
t2m_std_anom,high_frequency,subseasonal_7_30_days,0.00893448693723667,0.00540677098362175,0.0002447890940642,0.0506632898842015
t2m_std_anom,interannual,annual_300_430_days,0.3375657819898177,0.3970521298963837,0.0181686538896963,0.5265248767947004
t2m_std_anom,interannual,high_frequency_2_7_days,1.113426828399421e-09,1.0538141906301008e-10,1.1678745619162733e-11,1.0126660775385015e-08
t2m_std_anom,interannual,interannual_1_3_years,0.43644736514459076,0.42268599565613996,0.237663918988493,0.708971148639103
t2m_std_anom,interannual,low_frequency_gt_3_years,0.014072712877330152,0.012712872737592501,0.0045569953246543,0.0529621729094249
t2m_std_anom,interannual,seasonal_30_150_days,0.03361676697196439,6.537025490772525e-05,2.4504153852350145e-06,0.3649250010783945
t2m_std_anom,interannual,semiannual_150_300_days,0.33805583245142456,0.31854927205761524,0.1440489741856145,0.7053987421197243
t2m_std_anom,interannual,subseasonal_7_30_days,1.1974242347492405e-05,8.763998666522103e-09,2.585446342103701e-09,0.0001128365379551
t2m_std_anom,noise,annual_300_430_days,3.1645463236112294e-12,2.586310395836865e-12,1.1831921752235698e-12,9.234680535105354e-12
t2m_std_anom,noise,high_frequency_2_7_days,0.9999999198933388,0.9999999270879738,0.9999998424360366,0.999999966295402
t2m_std_anom,noise,interannual_1_3_years,7.214467053754271e-12,6.354626951678764e-12,3.1643286356377488e-12,2.0597182501021714e-11
t2m_std_anom,noise,low_frequency_gt_3_years,4.684056671116483e-08,4.6132795825706184e-08,1.8197034631181063e-09,1.1567798269408025e-07
t2m_std_anom,noise,seasonal_30_150_days,3.669366773406731e-10,3.252564223368886e-10,1.6607030903852459e-10,9.773899103321226e-10
t2m_std_anom,noise,semiannual_150_300_days,3.162511537277998e-11,2.652884039075147e-11,1.3081273035267779e-11,9.883960252672475e-11
t2m_std_anom,noise,subseasonal_7_30_days,3.2858922263963754e-08,2.8790277941831856e-08,1.480820572666754e-08,8.414039816779634e-08
t2m_std_anom,original,annual_300_430_days,0.045108885177981416,0.04192654741191555,0.0233132727214249,0.0823191158517933
t2m_std_anom,original,high_frequency_2_7_days,0.018256938245718498,0.01864652811508035,0.0152126696033938,0.022229004327942
t2m_std_anom,original,interannual_1_3_years,0.05754794092882842,0.0559714884324556,0.0445410219443606,0.0955249234800123
t2m_std_anom,original,low_frequency_gt_3_years,0.013777006891749644,0.01394045155942465,0.0087136435658048,0.0243243971486462
t2m_std_anom,original,seasonal_30_150_days,0.3273012681799962,0.33010160628128193,0.2744833673897106,0.3612398372706931
t2m_std_anom,original,semiannual_150_300_days,0.09115435685533901,0.08981174865193631,0.0744385727242846,0.131405832571983
t2m_std_anom,original,subseasonal_7_30_days,0.46512297160743166,0.4674962082394782,0.4131458475270096,0.4968888515395409
t2m_std_anom,reconstructed_signal,annual_300_430_days,0.04516381961929854,0.0419692759818041,0.0233439278425697,0.0824385085418479
t2m_std_anom,reconstructed_signal,high_frequency_2_7_days,0.0170487005131504,0.0174581241947488,0.0134679896870903,0.0212652125865836
t2m_std_anom,reconstructed_signal,interannual_1_3_years,0.05762009089501491,0.0560325628026653,0.0445977613300556,0.0956945993822489
t2m_std_anom,reconstructed_signal,low_frequency_gt_3_years,0.013794447421568778,0.01396031175240495,0.008725117858119,0.0243674530576745
t2m_std_anom,reconstructed_signal,seasonal_30_150_days,0.3277027224236594,0.33047115522614784,0.2749704421639469,0.3615745857522992
t2m_std_anom,reconstructed_signal,semiannual_150_300_days,0.09126765576456675,0.0899318502403714,0.074512108949069,0.1316392214333336
t2m_std_anom,reconstructed_signal,subseasonal_7_30_days,0.4656944450002491,0.46806904226594104,0.4135270008615201,0.4974894816471439
t2m_std_anom,reconstruction_residual,annual_300_430_days,3.1645463238087224e-12,2.5863104099967575e-12,1.1831921630498146e-12,9.234680514770955e-12
t2m_std_anom,reconstruction_residual,high_frequency_2_7_days,0.9999999198933388,0.9999999270879737,0.9999998424360366,0.9999999662954018
t2m_std_anom,reconstruction_residual,interannual_1_3_years,7.2144670564315485e-12,6.3546269296516265e-12,3.16432862949621e-12,2.0597182500400544e-11
t2m_std_anom,reconstruction_residual,low_frequency_gt_3_years,4.6840566711005024e-08,4.613279582583914e-08,1.8197034632102854e-09,1.156779826939389e-07
t2m_std_anom,reconstruction_residual,seasonal_30_150_days,3.66936677310052e-10,3.252564222773149e-10,1.660703089506891e-10,9.773899100705727e-10
t2m_std_anom,reconstruction_residual,semiannual_150_300_days,3.16251153730187e-11,2.652884042462229e-11,1.3081273083735404e-11,9.883960246413615e-11
t2m_std_anom,reconstruction_residual,subseasonal_7_30_days,3.2858922263570744e-08,2.8790277941093462e-08,1.4808205726855536e-08,8.414039816640515e-08
t2m_std_anom,seasonal_subannual,annual_300_430_days,0.0001394355417978432,4.626820890882299e-05,7.892471255595626e-06,0.0007674816922978
t2m_std_anom,seasonal_subannual,high_frequency_2_7_days,1.5409379672410223e-09,1.3233927883668222e-09,3.8593938594830127e-10,6.2616962931163924e-09
t2m_std_anom,seasonal_subannual,interannual_1_3_years,0.000917542934209383,0.00013425055108065,1.6804517728311374e-05,0.0067188244680454
t2m_std_anom,seasonal_subannual,low_frequency_gt_3_years,8.935062472984792e-05,3.280941289184403e-05,6.595884979149436e-06,0.0004179916594664
t2m_std_anom,seasonal_subannual,seasonal_30_150_days,0.9301339025579828,0.9360041110703172,0.8503007452702355,0.9821166145514948
t2m_std_anom,seasonal_subannual,semiannual_150_300_days,0.03898545520869623,0.034875802496636354,0.0011796976430904,0.1091513367288389
t2m_std_anom,seasonal_subannual,subseasonal_7_30_days,0.029825033068346815,0.02824088855726525,0.0014433763990356,0.0903035389175357
t2m_std_anom,semiannual,annual_300_430_days,0.17874311909988627,0.1921594960103445,0.000166321839446,0.3878933407608725
t2m_std_anom,semiannual,high_frequency_2_7_days,2.1841775666141936e-10,1.2516286085440107e-10,2.6374316188183304e-11,9.987263299944754e-10
t2m_std_anom,semiannual,interannual_1_3_years,0.11069460467634863,0.1077896581682584,0.0005276101279354,0.386109230696095
t2m_std_anom,semiannual,low_frequency_gt_3_years,0.002661102945007567,0.0014601598702708,0.0001634335387777,0.0273712608557455
t2m_std_anom,semiannual,seasonal_30_150_days,0.09710384669295485,0.0710659644754357,0.0028020720520162,0.3833356335425894
t2m_std_anom,semiannual,semiannual_150_300_days,0.6687371080141907,0.642656109422011,0.3795893758041535,0.96379438452284
t2m_std_anom,semiannual,subseasonal_7_30_days,2.417584548144115e-05,2.355252478022765e-06,1.5776650869183177e-08,0.00043962558112
t2m_std_anom,subseasonal,annual_300_430_days,1.0265759710771632e-06,4.889955893952599e-07,7.05791952841749e-08,6.4810183689730105e-06
t2m_std_anom,subseasonal,high_frequency_2_7_days,0.0009709622829973986,0.00077094126414345,8.64397555360402e-05,0.0026110960202817
t2m_std_anom,subseasonal,interannual_1_3_years,1.6613921312527358e-06,8.743439796243285e-07,1.6458743616044266e-07,1.016140925805591e-05
t2m_std_anom,subseasonal,low_frequency_gt_3_years,2.3500095416055482e-06,1.7946883514957954e-06,4.508633972800823e-07,6.728017553099428e-06
t2m_std_anom,subseasonal,seasonal_30_150_days,0.03597792884692511,0.0331998138085458,0.0102123237287443,0.0715444678708952
t2m_std_anom,subseasonal,semiannual_150_300_days,0.00010484906629581188,2.382859700705113e-05,5.519325874445228e-07,0.0019191266803453
t2m_std_anom,subseasonal,subseasonal_7_30_days,0.962941904432498,0.9655488754622128,0.92791034786025,0.989516980178149
t2m_std_anom,trend,annual_300_430_days,0.02384063295631637,0.0049805060793668005,0.0017027709943417,0.195622777434185
t2m_std_anom,trend,high_frequency_2_7_days,8.501354574384066e-11,4.008343750025176e-11,4.728769187581549e-12,5.187401315493116e-10
t2m_std_anom,trend,interannual_1_3_years,0.44699526914469034,0.4957267214668312,0.1787147961508679,0.6414148483639106
t2m_std_anom,trend,low_frequency_gt_3_years,0.5021482545559077,0.484119275239035,0.2397535849775342,0.7101339030751254
t2m_std_anom,trend,seasonal_30_150_days,0.0007381993022421029,0.00021827463406525,7.708327867414752e-07,0.0040894345277049
t2m_std_anom,trend,semiannual_150_300_days,0.03572966097256349,0.0089910574777144,0.0001039883179725,0.452363245954583
t2m_std_anom,trend,subseasonal_7_30_days,5.215852270034288e-07,3.0998530137130297e-07,1.7458487135042516e-09,3.123424065457792e-06
tp,annual,annual_300_430_days,0.8631336625792411,0.888029734313224,0.5798500500646075,0.934606861963714
tp,annual,high_frequency_2_7_days,4.838494669961907e-07,9.665685333274752e-09,2.4562289770796433e-09,1.4863618007759805e-05
tp,annual,interannual_1_3_years,0.4624303861021778,0.458158324184077,0.3278325994446693,0.5727944819109887
tp,annual,low_frequency_gt_3_years,0.002149437952855424,0.0010513723267108,0.0002759233716086,0.0137302819290647
tp,annual,seasonal_30_150_days,0.006874223069639631,0.000344158616297,7.978280512084848e-05,0.1644857988715047
tp,annual,semiannual_150_300_days,0.06457091704093822,0.0562999022283619,0.0325877097106585,0.1370917795629982
tp,annual,subseasonal_7_30_days,0.003973531639042243,9.30069717469234e-07,3.21066758720666e-07,0.1295381506820602
tp,high_frequency,annual_300_430_days,3.9596694069982136e-07,9.007855664827037e-08,1.4704771821716811e-09,3.82381525340692e-06
tp,high_frequency,high_frequency_2_7_days,0.9763333496246116,0.9771800217493216,0.9635056210978834,0.991138786074116
tp,high_frequency,interannual_1_3_years,1.5932971374078556e-06,6.898678689804151e-07,1.4961224786418746e-08,9.28029033631243e-06
tp,high_frequency,low_frequency_gt_3_years,3.2163312659007837e-07,1.4748013171876806e-07,3.1432199949477566e-08,2.593806266396063e-06
tp,high_frequency,seasonal_30_150_days,0.001187669983623348,0.00088513801312085,1.641652471203439e-05,0.0040055955152123
tp,high_frequency,semiannual_150_300_days,0.00014007675811212694,5.5839831843907394e-05,2.037451322252538e-08,0.0007874885023351
tp,high_frequency,subseasonal_7_30_days,0.02233673098703665,0.021484832941835348,0.0082805408397546,0.0352965206296663
tp,original,annual_300_430_days,0.03480542020747819,0.03397656743940425,0.0069642228411768,0.0722178991129939
tp,original,high_frequency_2_7_days,0.4845070645574141,0.49182203406335995,0.4082147717857922,0.5295293570231167
tp,original,interannual_1_3_years,0.020857003001151703,0.020311675147014797,0.0074719182050061,0.043156367479796
tp,original,low_frequency_gt_3_years,0.001262265691378311,0.00102181910448545,0.000330252055919,0.0041922000965353
tp,original,seasonal_30_150_days,0.11914542466760025,0.11662370807951065,0.0919065360419932,0.1775756329569876
tp,original,semiannual_150_300_days,0.015066996075899522,0.01249220074839005,0.0073330466093251,0.0420697046824646
tp,original,subseasonal_7_30_days,0.3407102523727804,0.34249549843166066,0.2896713106380345,0.3867389147409606
tp,reconstructed_signal,annual_300_430_days,0.03480542020747819,0.033976567439404345,0.0069642228411768,0.0722178991129938
tp,reconstructed_signal,high_frequency_2_7_days,0.4845070645574141,0.49182203406336,0.4082147717857922,0.5295293570231165
tp,reconstructed_signal,interannual_1_3_years,0.02085700300115171,0.020311675147014797,0.0074719182050061,0.043156367479796
tp,reconstructed_signal,low_frequency_gt_3_years,0.0012622656913783086,0.00102181910448545,0.000330252055919,0.0041922000965353
tp,reconstructed_signal,seasonal_30_150_days,0.11914542466760025,0.11662370807951061,0.0919065360419932,0.1775756329569876
tp,reconstructed_signal,semiannual_150_300_days,0.015066996075899518,0.0124922007483901,0.0073330466093251,0.0420697046824645
tp,reconstructed_signal,subseasonal_7_30_days,0.3407102523727804,0.3424954984316606,0.2896713106380345,0.3867389147409606
tp,reconstruction_residual,annual_300_430_days,0.04429888570341747,0.0116671041350804,0.0004740087719071,0.2719293848978458
tp,reconstruction_residual,high_frequency_2_7_days,0.6240326852977894,0.6284364193940423,0.4693728493050916,0.7258199835550152
tp,reconstruction_residual,interannual_1_3_years,0.026411433128621712,0.01109934603477355,0.0023803365632355,0.1307446974898652
tp,reconstruction_residual,low_frequency_gt_3_years,0.0017516308396221868,0.0009770895686334,0.0002290022824466,0.0102283851542907
tp,reconstruction_residual,seasonal_30_150_days,0.09766942942374658,0.07262808189191869,0.0395260442365002,0.3283191244535146
tp,reconstruction_residual,semiannual_150_300_days,0.012231510692649982,0.00882021625526315,0.0031974253145725,0.0578745316999086
tp,reconstruction_residual,subseasonal_7_30_days,0.21437824059896182,0.2150341359550195,0.1543785566088421,0.3074862517096725
tp,seasonal_subannual,annual_300_430_days,0.0015841377428908883,1.4037764429847951e-05,2.497182834061086e-06,0.0323634182758465
tp,seasonal_subannual,high_frequency_2_7_days,0.004485253575620846,0.0028641059845462002,4.4123595794559615e-06,0.0648757539226838
tp,seasonal_subannual,interannual_1_3_years,0.0009687360721680717,8.858781445932919e-05,6.378642850165305e-06,0.0189225357572608
tp,seasonal_subannual,low_frequency_gt_3_years,3.412797003342395e-05,1.682744113976729e-05,7.290166846242073e-06,0.000171436898282
tp,seasonal_subannual,seasonal_30_150_days,0.9361954937077599,0.9470357124620302,0.7840846482456116,0.9903326878231818
tp,seasonal_subannual,semiannual_150_300_days,0.0166326812847153,0.0069048851024686,0.0005817011799786,0.0883633199650632
tp,seasonal_subannual,subseasonal_7_30_days,0.04083837044785638,0.0355955195749741,0.0073285933599613,0.1748587454384267
tp,semiannual,annual_300_430_days,0.002604911312223456,0.0003726611448077,8.61367941004924e-05,0.0860919644943032
tp,semiannual,high_frequency_2_7_days,0.01920495798984131,0.000504630250817,4.2808772402147275e-10,0.3992222031473738
tp,semiannual,interannual_1_3_years,0.0026578063805404424,0.0012045975648217,1.2557683632860137e-05,0.038167529275827
tp,semiannual,low_frequency_gt_3_years,0.0003636499423181014,0.0002433727062914,6.564953689437897e-05,0.0021539530939838
tp,semiannual,seasonal_30_150_days,0.17049565183366752,0.1263864942448603,0.0217140402984378,0.5985744811081257
tp,semiannual,semiannual_150_300_days,0.7421266167124599,0.7786901722096357,0.3974680649023497,0.977269722626856
tp,semiannual,subseasonal_7_30_days,0.06352009868733484,0.0255450416128781,8.532876243893398e-07,0.5692577299243131
tp,subseasonal,annual_300_430_days,3.762764682842578e-05,1.7780474381258787e-06,1.8665846821526234e-07,0.0007547079737943
tp,subseasonal,high_frequency_2_7_days,0.03517063010758685,0.0336299765947416,0.010622616760449,0.0637237614342827
tp,subseasonal,interannual_1_3_years,3.6077691149174574e-05,9.3969402491925e-06,2.1639436255731333e-06,0.0005269475264732
tp,subseasonal,low_frequency_gt_3_years,3.338775899537013e-06,1.6146753248662719e-06,4.045919328913833e-07,2.6488361732304336e-05
tp,subseasonal,seasonal_30_150_days,0.026893854666657564,0.0247257547041315,0.0060286756562499,0.0583927134516574
tp,subseasonal,semiannual_150_300_days,0.0016377232316084859,0.0011404463144889,4.0592473196334835e-06,0.0071225771161868
tp,subseasonal,subseasonal_7_30_days,0.9362364874927868,0.9397403372588671,0.8861587991044788,0.9709516916743924
tp,trend,annual_300_430_days,0.0028181029161029676,0.0023560172934030997,0.000517838622674,0.0076235860764275
tp,trend,high_frequency_2_7_days,6.312522070087308e-08,5.2402000934460685e-08,1.573912372242744e-08,1.698360572212759e-07
tp,trend,interannual_1_3_years,0.4810537951860706,0.48882618350364615,0.3032942390137018,0.6569785399760933
tp,trend,low_frequency_gt_3_years,0.5123727949999266,0.49953692473158523,0.3316545631268736,0.6946861765237253
tp,trend,seasonal_30_150_days,0.0008772177880972478,0.00086904798739225,0.0001987678473857,0.0018842032439401
tp,trend,semiannual_150_300_days,0.005361156995223446,0.00522967692608735,0.0012803378062082,0.0116731398018277
tp,trend,subseasonal_7_30_days,5.682982304315532e-06,4.8257998469625565e-06,1.513511705250975e-06,1.5794367274435814e-05
w2c_event,annual,annual_300_430_days,0.40113303998667454,0.42169084486893327,0.1339534779838327,0.6293301107620483
w2c_event,annual,high_frequency_2_7_days,0.0385860469763628,0.010800370583040949,1.661411852834722e-05,0.2181119854564725
w2c_event,annual,interannual_1_3_years,0.3216278357616035,0.2990626950357079,0.0488952254670796,0.8164440652954549
w2c_event,annual,low_frequency_gt_3_years,0.0034236242405603786,0.0015190937834043002,0.0001751753105471,0.036837400623421
w2c_event,annual,seasonal_30_150_days,0.08951693423928413,0.0506415598574218,8.340803293238884e-05,0.4127832507993442
w2c_event,annual,semiannual_150_300_days,0.2487711293119342,0.22694985684528501,0.0241506698435462,0.696730721018907
w2c_event,annual,subseasonal_7_30_days,0.05964640475902608,0.023574271508724848,1.557320333000189e-06,0.5184695401655157
w2c_event,high_frequency,annual_300_430_days,8.356406175621418e-05,5.907008116738441e-05,2.9551419668689824e-06,0.0002781208663104
w2c_event,high_frequency,high_frequency_2_7_days,0.973143519867901,0.9744982912671429,0.9580996500459962,0.9830753483638668
