prefecture_code,target_variable,predictor_variable,frequency_band,best_lag_days,best_correlation,best_absolute_correlation,zero_lag_correlation,absolute_correlation_gain_vs_zero,n_observations_at_best_lag,max_lag_searched,lag_interpretation
JP-09,incidence_per_100k,t2m_std_anom,annual,45,-0.12673387038407513,0.12673387038407513,-0.08491975640970258,0.041814113974372555,5433,180,predictor_leads_target
JP-09,incidence_per_100k,w2c_event,annual,155,0.0573038838698872,0.0573038838698872,-0.030447898638888932,0.026855985230998265,5323,180,predictor_leads_target
JP-09,incidence_per_100k,w2c_transition_intensity,annual,154,0.03521169108647884,0.03521169108647884,-0.024129586809106967,0.011082104277371874,5324,180,predictor_leads_target
JP-09,incidence_per_100k,c2w_event,high_frequency,2,-0.035575441344759866,0.035575441344759866,0.0240595459408289,0.011515895403930967,5476,14,predictor_leads_target
JP-09,incidence_per_100k,c2w_transition_intensity,high_frequency,2,-0.03231444544607631,0.03231444544607631,0.022992181025312988,0.009322264420763324,5476,14,predictor_leads_target
JP-09,incidence_per_100k,nw_wind,high_frequency,1,0.031666355566863584,0.031666355566863584,0.014350427208905015,0.017315928357958567,5477,14,predictor_leads_target
JP-09,incidence_per_100k,ah,high_frequency,14,0.028279022279803695,0.028279022279803695,0.009180343219872258,0.019098679059931435,5464,14,predictor_leads_target
JP-09,incidence_per_100k,t2m,high_frequency,13,0.0222014229755466,0.0222014229755466,0.010719103747622898,0.011482319227923702,5465,14,predictor_leads_target
JP-09,incidence_per_100k,tp,high_frequency,2,-0.021633478835224235,0.021633478835224235,0.021152850349926353,0.00048062848529788205,5476,14,predictor_leads_target
JP-09,incidence_per_100k,w2c_transition_intensity,high_frequency,14,-0.020617767276911225,0.020617767276911225,0.004743274155942368,0.015874493120968856,5464,14,predictor_leads_target
JP-09,incidence_per_100k,rh,high_frequency,4,0.018284213359832484,0.018284213359832484,0.003126221127449281,0.015157992232383203,5474,14,predictor_leads_target
JP-09,incidence_per_100k,w2c_event,high_frequency,14,-0.012537999449180923,0.012537999449180923,0.010373695475102175,0.0021643039740787476,5464,14,predictor_leads_target
JP-09,incidence_per_100k,rh,interannual,12,-0.4878585324658956,0.4878585324658956,-0.4863077535758749,0.0015507788900206987,5466,365,predictor_leads_target
JP-09,incidence_per_100k,w2c_transition_intensity,interannual,10,-0.44515274029300667,0.44515274029300667,-0.4253353793866715,0.01981736090633518,5468,365,predictor_leads_target
JP-09,incidence_per_100k,ah,interannual,365,0.2956831936389841,0.2956831936389841,-0.020446634851944773,0.27523655878703934,5113,365,predictor_leads_target
JP-09,incidence_per_100k,t2m_std_anom,interannual,2,-0.25879315695763383,0.25879315695763383,-0.2586361800859168,0.00015697687171700725,5476,365,predictor_leads_target
JP-09,incidence_per_100k,c2w_transition_intensity,interannual,0,-0.10617921763476165,0.10617921763476165,-0.10617921763476165,0.0,5478,365,predictor_leads_target
JP-09,incidence_per_100k,c2w_event,interannual,365,0.10222589559301705,0.10222589559301705,-0.042143761369015424,0.060082134224001625,5113,365,predictor_leads_target
JP-09,incidence_per_100k,t2m,interannual,2,-0.0713272290968732,0.0713272290968732,-0.07066908038874266,0.0006581487081305376,5476,365,predictor_leads_target
JP-09,incidence_per_100k,tp,interannual,143,-0.04616799327110299,0.04616799327110299,-0.026053367044101158,0.020114626227001834,5335,365,predictor_leads_target
JP-09,incidence_per_100k,nw_wind,interannual,357,-0.028304629380801867,0.028304629380801867,-0.002013352892168683,0.026291276488633185,5121,365,predictor_leads_target
JP-09,incidence_per_100k,nw_wind,seasonal_subannual,48,0.14934418200639188,0.14934418200639188,0.1188365146409866,0.030507667365405278,5430,60,predictor_leads_target
JP-09,incidence_per_100k,t2m,seasonal_subannual,34,0.10819308386180126,0.10819308386180126,-0.014179673109896252,0.09401341075190502,5444,60,predictor_leads_target
JP-09,incidence_per_100k,rh,seasonal_subannual,0,-0.10503607571702525,0.10503607571702525,-0.10503607571702525,0.0,5478,60,predictor_leads_target
JP-09,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,33,0.0989396842150503,0.0989396842150503,0.008629155888115199,0.09031052832693509,5445,60,predictor_leads_target
JP-09,incidence_per_100k,tp,seasonal_subannual,0,0.09863809258073929,0.09863809258073929,0.09863809258073929,0.0,5478,60,predictor_leads_target
JP-09,incidence_per_100k,t2m_std_anom,seasonal_subannual,10,-0.0946581632650137,0.0946581632650137,-0.036626392086716364,0.05803177117829733,5468,60,predictor_leads_target
JP-09,incidence_per_100k,w2c_event,seasonal_subannual,33,0.09450801434761447,0.09450801434761447,0.013038551481407612,0.08146946286620685,5445,60,predictor_leads_target
JP-09,incidence_per_100k,ah,seasonal_subannual,31,0.08018950169072253,0.08018950169072253,-2.6401937111265194e-05,0.08016309975361127,5447,60,predictor_leads_target
JP-09,incidence_per_100k,c2w_event,seasonal_subannual,25,0.0473599097102599,0.0473599097102599,-0.03371628414877925,0.013643625561480646,5453,60,predictor_leads_target
JP-09,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,24,0.046841533570147274,0.046841533570147274,-0.033380548440998144,0.01346098512914913,5454,60,predictor_leads_target
JP-09,incidence_per_100k,ah,semiannual,62,-0.926828150197732,0.926828150197732,0.4997243076002948,0.4271038425974372,5416,90,predictor_leads_target
JP-09,incidence_per_100k,t2m,semiannual,20,-0.8430697624305354,0.8430697624305354,-0.6556673577024571,0.18740240472807834,5458,90,predictor_leads_target
JP-09,incidence_per_100k,tp,semiannual,37,-0.7975278248123625,0.7975278248123625,-0.2291642616579359,0.5683635631544266,5441,90,predictor_leads_target
JP-09,incidence_per_100k,nw_wind,semiannual,78,-0.7317367388314426,0.7317367388314426,0.6524594186635717,0.07927732016787092,5400,90,predictor_leads_target
JP-09,incidence_per_100k,rh,semiannual,88,-0.14985606286557618,0.14985606286557618,0.12496929028018537,0.024886772585390807,5390,90,predictor_leads_target
JP-09,incidence_per_100k,t2m_std_anom,semiannual,22,-0.14573875898935468,0.14573875898935468,-0.10242651455073049,0.04331224443862419,5456,90,predictor_leads_target
JP-09,incidence_per_100k,c2w_transition_intensity,semiannual,20,-0.05176113410133646,0.05176113410133646,-0.034177566843947654,0.017583567257388806,5458,90,predictor_leads_target
JP-09,incidence_per_100k,w2c_transition_intensity,semiannual,18,0.017687673546350608,0.017687673546350608,0.014544141624030667,0.0031435319223199407,5460,90,predictor_leads_target
JP-09,incidence_per_100k,w2c_event,semiannual,85,-0.014827948977696143,0.014827948977696143,0.010911781354832223,0.00391616762286392,5393,90,predictor_leads_target
JP-09,incidence_per_100k,tp,subseasonal,15,0.06506359299371677,0.06506359299371677,0.026596954166399654,0.038466638827317115,5463,30,predictor_leads_target
JP-09,incidence_per_100k,rh,subseasonal,5,-0.06471199554233972,0.06471199554233972,-0.007751024063172551,0.05696097147916717,5473,30,predictor_leads_target
JP-09,incidence_per_100k,nw_wind,subseasonal,18,-0.06227188629597503,0.06227188629597503,-0.005729559402154764,0.056542326893820265,5460,30,predictor_leads_target
JP-09,incidence_per_100k,ah,subseasonal,11,0.04972383089220975,0.04972383089220975,0.008943636044306614,0.040780194847903135,5467,30,predictor_leads_target
JP-09,incidence_per_100k,t2m,subseasonal,11,0.04966803904334436,0.04966803904334436,-0.012201995450105673,0.037466043593238685,5467,30,predictor_leads_target
JP-09,incidence_per_100k,t2m_std_anom,subseasonal,11,0.04514729776847765,0.04514729776847765,-0.022901061511895245,0.022246236256582407,5467,30,predictor_leads_target
JP-09,incidence_per_100k,c2w_transition_intensity,subseasonal,8,-0.03630338420652626,0.03630338420652626,0.027363671119148496,0.008939713087377767,5470,30,predictor_leads_target
JP-09,incidence_per_100k,c2w_event,subseasonal,8,-0.030113450025902034,0.030113450025902034,0.020305911312862607,0.009807538713039427,5470,30,predictor_leads_target
JP-09,incidence_per_100k,w2c_event,subseasonal,13,-0.02108116928864622,0.02108116928864622,-0.005496114476114745,0.015585054812531474,5465,30,predictor_leads_target
JP-09,incidence_per_100k,w2c_transition_intensity,subseasonal,21,-0.013915338460782082,0.013915338460782082,-0.006651125796332513,0.007264212664449569,5457,30,predictor_leads_target
JP-09,incidence_per_100k,nw_wind,trend,99,0.9460806644868921,0.9460806644868921,0.9307202817983254,0.015360382688566654,5379,365,predictor_leads_target
JP-09,incidence_per_100k,rh,trend,0,-0.9451208100004235,0.9451208100004235,-0.9451208100004235,0.0,5478,365,predictor_leads_target
JP-09,incidence_per_100k,tp,trend,0,-0.846784021405862,0.846784021405862,-0.846784021405862,0.0,5478,365,predictor_leads_target
JP-09,incidence_per_100k,w2c_transition_intensity,trend,0,-0.58321663303406,0.58321663303406,-0.58321663303406,0.0,5478,365,predictor_leads_target
JP-09,incidence_per_100k,w2c_event,trend,0,-0.5030765641255766,0.5030765641255766,-0.5030765641255766,0.0,5478,365,predictor_leads_target
JP-09,incidence_per_100k,t2m_std_anom,trend,361,-0.4930685600969203,0.4930685600969203,-0.4790993488555257,0.013969211241394608,5117,365,predictor_leads_target
JP-09,incidence_per_100k,ah,trend,365,-0.2777836479022872,0.2777836479022872,0.03925318386066019,0.23853046404162703,5113,365,predictor_leads_target
JP-09,incidence_per_100k,c2w_transition_intensity,trend,0,0.24029906191190561,0.24029906191190561,0.24029906191190561,0.0,5478,365,predictor_leads_target
JP-09,incidence_per_100k,t2m,trend,0,0.23539676366759893,0.23539676366759893,0.23539676366759893,0.0,5478,365,predictor_leads_target
JP-09,incidence_per_100k,c2w_event,trend,0,0.17608156550636112,0.17608156550636112,0.17608156550636112,0.0,5478,365,predictor_leads_target
JP-10,cases,nw_wind,annual,180,-0.9792446195305385,0.9792446195305385,0.9741842279165345,0.005060391614004067,5298,180,predictor_leads_target
JP-10,cases,t2m,annual,175,0.9756836302544665,0.9756836302544665,-0.9677548821605821,0.00792874809388433,5303,180,predictor_leads_target
JP-10,cases,ah,annual,171,0.9745904592218934,0.9745904592218934,-0.9565013076881131,0.018089151533780212,5307,180,predictor_leads_target
JP-10,cases,rh,annual,152,0.9552434134012092,0.9552434134012092,-0.8293311696070772,0.12591224379413202,5326,180,predictor_leads_target
JP-10,cases,tp,annual,178,0.9392370552250594,0.9392370552250594,-0.931830985884801,0.007406069340258448,5300,180,predictor_leads_target
JP-10,cases,c2w_event,annual,178,-0.27536833535241817,0.27536833535241817,0.24904636820281728,0.02632196714960089,5300,180,predictor_leads_target
JP-10,cases,c2w_transition_intensity,annual,180,-0.2694278715011471,0.2694278715011471,0.2368446951622564,0.03258317633889071,5298,180,predictor_leads_target
JP-10,cases,t2m_std_anom,annual,25,-0.2226787818422277,0.2226787818422277,-0.1999365548628065,0.022742226979421187,5453,180,predictor_leads_target
JP-10,cases,w2c_transition_intensity,annual,0,0.04823249047835255,0.04823249047835255,0.04823249047835255,0.0,5478,180,predictor_leads_target
JP-10,cases,w2c_event,annual,14,0.03203926051927249,0.03203926051927249,0.029085915031123837,0.0029533454881486565,5464,180,predictor_leads_target
JP-10,cases,nw_wind,high_frequency,14,-0.04197840642801437,0.04197840642801437,-0.01572941732151631,0.02624898910649806,5464,14,predictor_leads_target
JP-10,cases,t2m,high_frequency,9,-0.041373157315395516,0.041373157315395516,0.016749653046394822,0.024623504269000694,5469,14,predictor_leads_target
JP-10,cases,ah,high_frequency,1,0.04115592780396464,0.04115592780396464,0.02507935983154789,0.01607656797241675,5477,14,predictor_leads_target
JP-10,cases,rh,high_frequency,14,0.030896628148594542,0.030896628148594542,-0.0058022033872913974,0.025094424761303143,5464,14,predictor_leads_target
JP-10,cases,w2c_event,high_frequency,12,0.023181077297260985,0.023181077297260985,-0.004933826396681002,0.01824725090057998,5466,14,predictor_leads_target
JP-10,cases,tp,high_frequency,11,-0.02051643043617617,0.02051643043617617,0.00970633690196075,0.01081009353421542,5467,14,predictor_leads_target
JP-10,cases,w2c_transition_intensity,high_frequency,12,0.020336228445680872,0.020336228445680872,-0.0130471598066149,0.007289068639065971,5466,14,predictor_leads_target
JP-10,cases,c2w_event,high_frequency,6,0.017725108098544926,0.017725108098544926,0.010701991970167642,0.007023116128377284,5472,14,predictor_leads_target
JP-10,cases,c2w_transition_intensity,high_frequency,12,0.015414032802983365,0.015414032802983365,0.007531229774549037,0.007882803028434329,5466,14,predictor_leads_target
JP-10,cases,rh,interannual,16,-0.23855041780674682,0.23855041780674682,-0.22829675467282537,0.010253663133921453,5462,365,predictor_leads_target
JP-10,cases,nw_wind,interannual,181,0.1965703892974769,0.1965703892974769,0.14910625059577273,0.047464138701704156,5297,365,predictor_leads_target
JP-10,cases,t2m_std_anom,interannual,351,-0.1937442343417834,0.1937442343417834,-0.11022837350441755,0.08351586083736584,5127,365,predictor_leads_target
JP-10,cases,t2m,interannual,358,-0.1210277295174568,0.1210277295174568,-0.08862724180843873,0.03240048770901807,5120,365,predictor_leads_target
JP-10,cases,ah,interannual,244,0.03634176520665133,0.03634176520665133,0.003275621430125961,0.03306614377652537,5234,365,predictor_leads_target
JP-10,cases,ah,seasonal_subannual,24,0.2251855706092128,0.2251855706092128,0.0738548458439719,0.1513307247652409,5454,60,predictor_leads_target
JP-10,cases,rh,seasonal_subannual,0,-0.21276486045780535,0.21276486045780535,-0.21276486045780535,0.0,5478,60,predictor_leads_target
JP-10,cases,t2m,seasonal_subannual,22,0.16115591480244182,0.16115591480244182,0.04539998357534331,0.11575593122709851,5456,60,predictor_leads_target
JP-10,cases,tp,seasonal_subannual,35,-0.09091945445960228,0.09091945445960228,-0.0491973515761349,0.04172210288346739,5443,60,predictor_leads_target
JP-10,cases,nw_wind,seasonal_subannual,3,0.08890651331561596,0.08890651331561596,0.07561224190370866,0.013294271411907296,5475,60,predictor_leads_target
JP-10,cases,t2m_std_anom,seasonal_subannual,4,-0.08214006211070529,0.08214006211070529,-0.0671610634204286,0.01497899869027669,5474,60,predictor_leads_target
JP-10,cases,c2w_transition_intensity,seasonal_subannual,17,0.08032690603973183,0.08032690603973183,-0.06795681243097759,0.01237009360875424,5461,60,predictor_leads_target
JP-10,cases,c2w_event,seasonal_subannual,18,0.07534344797615367,0.07534344797615367,-0.057259685926209565,0.0180837620499441,5460,60,predictor_leads_target
JP-10,cases,w2c_event,seasonal_subannual,60,-0.023936124161664886,0.023936124161664886,-0.011870787129506346,0.01206533703215854,5418,60,predictor_leads_target
JP-10,cases,w2c_transition_intensity,seasonal_subannual,41,-0.02381362296251987,0.02381362296251987,-0.009391226975967568,0.014422395986552301,5437,60,predictor_leads_target
JP-10,cases,tp,semiannual,49,-0.9528161005002378,0.9528161005002378,0.11216920033436512,0.8406469001658727,5429,90,predictor_leads_target
JP-10,cases,ah,semiannual,63,-0.9257098916700254,0.9257098916700254,0.5148523947483002,0.41085749692172513,5415,90,predictor_leads_target
JP-10,cases,nw_wind,semiannual,82,-0.9166715940445481,0.9166715940445481,0.8714950190546555,0.04517657498989258,5396,90,predictor_leads_target
JP-10,cases,t2m,semiannual,16,-0.8421403316002963,0.8421403316002963,-0.7196179893290426,0.12252234227125369,5462,90,predictor_leads_target
JP-10,cases,rh,semiannual,71,-0.730188885213983,0.730188885213983,0.5533524828271827,0.1768364023868002,5407,90,predictor_leads_target
JP-10,cases,c2w_transition_intensity,semiannual,18,-0.1795977862786225,0.1795977862786225,-0.15130478160793934,0.02829300467068316,5460,90,predictor_leads_target
JP-10,cases,c2w_event,semiannual,18,-0.14084163051867504,0.14084163051867504,-0.12228957350995483,0.018552057008720216,5460,90,predictor_leads_target
JP-10,cases,w2c_event,semiannual,58,0.09770462319954987,0.09770462319954987,-0.015075146459300014,0.08262947674024985,5420,90,predictor_leads_target
JP-10,cases,t2m_std_anom,semiannual,86,-0.09147648718601088,0.09147648718601088,0.047772719477879956,0.043703767708130926,5392,90,predictor_leads_target
JP-10,cases,w2c_transition_intensity,semiannual,33,0.08781218627637641,0.08781218627637641,0.03488683651673496,0.05292534975964145,5445,90,predictor_leads_target
JP-10,cases,rh,subseasonal,18,-0.07352263749907752,0.07352263749907752,-0.04726987445507696,0.02625276304400056,5460,30,predictor_leads_target
JP-10,cases,t2m_std_anom,subseasonal,15,0.060330974069632864,0.060330974069632864,-0.018031674107267096,0.04229929996236577,5463,30,predictor_leads_target
JP-10,cases,tp,subseasonal,11,0.058499585077121066,0.058499585077121066,-0.013154965727035244,0.045344619350085824,5467,30,predictor_leads_target
JP-10,cases,t2m,subseasonal,4,-0.057521053965825214,0.057521053965825214,-0.008577234402220028,0.04894381956360519,5474,30,predictor_leads_target
JP-10,cases,c2w_event,subseasonal,27,0.05158682828758104,0.05158682828758104,0.0043613193306049495,0.04722550895697609,5451,30,predictor_leads_target
JP-10,cases,ah,subseasonal,28,-0.040190302635626826,0.040190302635626826,-0.01303283650239264,0.027157466133234186,5450,30,predictor_leads_target
JP-10,cases,c2w_transition_intensity,subseasonal,25,0.03980144393236615,0.03980144393236615,0.021329432334421482,0.018472011597944666,5453,30,predictor_leads_target
JP-10,cases,nw_wind,subseasonal,0,0.02927336885257096,0.02927336885257096,0.02927336885257096,0.0,5478,30,predictor_leads_target
JP-10,cases,w2c_event,subseasonal,28,-0.026345897289948732,0.026345897289948732,0.022983588577722404,0.003362308712226328,5450,30,predictor_leads_target
JP-10,cases,w2c_transition_intensity,subseasonal,0,0.0233088173633863,0.0233088173633863,0.0233088173633863,0.0,5478,30,predictor_leads_target
JP-10,cases,rh,trend,343,-0.9804441381783001,0.9804441381783001,-0.9743142484798324,0.006129889698467728,5135,365,predictor_leads_target
JP-10,cases,nw_wind,trend,161,0.9530767088587929,0.9530767088587929,0.9292834752305796,0.023793233628213284,5317,365,predictor_leads_target
JP-10,cases,tp,trend,0,-0.9368425200979013,0.9368425200979013,-0.9368425200979013,0.0,5478,365,predictor_leads_target
JP-10,cases,c2w_transition_intensity,trend,0,0.9183926491136285,0.9183926491136285,0.9183926491136285,0.0,5478,365,predictor_leads_target
JP-10,cases,c2w_event,trend,0,0.9146333076725485,0.9146333076725485,0.9146333076725485,0.0,5478,365,predictor_leads_target
JP-10,cases,w2c_transition_intensity,trend,0,-0.5106673496612983,0.5106673496612983,-0.5106673496612983,0.0,5478,365,predictor_leads_target
JP-10,cases,w2c_event,trend,0,-0.4672410744854017,0.4672410744854017,-0.4672410744854017,0.0,5478,365,predictor_leads_target
JP-10,cases,t2m_std_anom,trend,365,-0.35951191616715245,0.35951191616715245,-0.28013002734157794,0.07938188882557451,5113,365,predictor_leads_target
JP-10,cases,ah,trend,365,-0.3282633243197479,0.3282633243197479,0.051015913736101155,0.27724741058364677,5113,365,predictor_leads_target
JP-10,cases,t2m,trend,0,0.20731453783891737,0.20731453783891737,0.20731453783891737,0.0,5478,365,predictor_leads_target
JP-10,incidence_per_100k,nw_wind,annual,180,-0.9776430368078087,0.9776430368078087,0.9739610177629354,0.003682019044873308,5298,180,predictor_leads_target
JP-10,incidence_per_100k,t2m,annual,175,0.9738850935229536,0.9738850935229536,-0.9668496035007643,0.0070354900221892835,5303,180,predictor_leads_target
JP-10,incidence_per_100k,ah,annual,171,0.9727240260454741,0.9727240260454741,-0.9557359229269118,0.01698810311856236,5307,180,predictor_leads_target
JP-10,incidence_per_100k,rh,annual,152,0.9534804350656433,0.9534804350656433,-0.8282506788852222,0.1252297561804211,5326,180,predictor_leads_target
JP-10,incidence_per_100k,tp,annual,178,0.9365777673533656,0.9365777673533656,-0.9299072386446416,0.006670528708723977,5300,180,predictor_leads_target
JP-10,incidence_per_100k,c2w_event,annual,179,-0.2802235379239916,0.2802235379239916,0.25350197466234214,0.026721563261649428,5299,180,predictor_leads_target
JP-10,incidence_per_100k,c2w_transition_intensity,annual,180,-0.2739413411166752,0.2739413411166752,0.24069934109156546,0.033242000025109714,5298,180,predictor_leads_target
JP-10,incidence_per_100k,t2m_std_anom,annual,26,-0.22621969872648506,0.22621969872648506,-0.2010507489232216,0.025168949803263452,5452,180,predictor_leads_target
JP-10,incidence_per_100k,w2c_transition_intensity,annual,0,0.04693726932237913,0.04693726932237913,0.04693726932237913,0.0,5478,180,predictor_leads_target
JP-10,incidence_per_100k,w2c_event,annual,14,0.031610451393667686,0.031610451393667686,0.02875010276995682,0.0028603486237108663,5464,180,predictor_leads_target
JP-10,incidence_per_100k,t2m,high_frequency,9,-0.043785388257119036,0.043785388257119036,0.015397815892040513,0.028387572365078523,5469,14,predictor_leads_target
JP-10,incidence_per_100k,ah,high_frequency,1,0.039658686066005464,0.039658686066005464,0.03259710415567534,0.007061581910330121,5477,14,predictor_leads_target
JP-10,incidence_per_100k,nw_wind,high_frequency,14,-0.03881556396378769,0.03881556396378769,-0.018736908973280474,0.02007865499050722,5464,14,predictor_leads_target
JP-10,incidence_per_100k,w2c_event,high_frequency,12,0.02427493147114596,0.02427493147114596,-0.006066013180701257,0.0182089182904447,5466,14,predictor_leads_target
JP-10,incidence_per_100k,tp,high_frequency,11,-0.02333799094785571,0.02333799094785571,0.011100548916560536,0.012237442031295174,5467,14,predictor_leads_target
JP-10,incidence_per_100k,rh,high_frequency,14,0.023214770231561578,0.023214770231561578,0.0005988019815719097,0.022615968249989668,5464,14,predictor_leads_target
JP-10,incidence_per_100k,w2c_transition_intensity,high_frequency,14,-0.021265541743018132,0.021265541743018132,-0.014125684211662482,0.00713985753135565,5464,14,predictor_leads_target
JP-10,incidence_per_100k,c2w_event,high_frequency,6,0.015368702323920033,0.015368702323920033,0.010405970392210266,0.004962731931709766,5472,14,predictor_leads_target
JP-10,incidence_per_100k,c2w_transition_intensity,high_frequency,12,0.014487641138661692,0.014487641138661692,0.0072267295125476305,0.007260911626114062,5466,14,predictor_leads_target
JP-10,incidence_per_100k,rh,interannual,0,-0.2768643800582949,0.2768643800582949,-0.2768643800582949,0.0,5478,365,predictor_leads_target
JP-10,incidence_per_100k,t2m,interannual,3,-0.14095763417523596,0.14095763417523596,-0.1375918587520296,0.003365775423206374,5475,365,predictor_leads_target
JP-10,incidence_per_100k,t2m_std_anom,interannual,348,-0.11433192484905967,0.11433192484905967,0.10208753788770873,0.01224438696135094,5130,365,predictor_leads_target
JP-10,incidence_per_100k,nw_wind,interannual,196,0.09866086348231634,0.09866086348231634,0.04523855142940042,0.05342231205291592,5282,365,predictor_leads_target
JP-10,incidence_per_100k,ah,interannual,365,0.09684067080273016,0.09684067080273016,-0.04519156554334141,0.051649105259388754,5113,365,predictor_leads_target
JP-10,incidence_per_100k,ah,seasonal_subannual,24,0.21564534410720732,0.21564534410720732,0.08928705329722733,0.12635829080997998,5454,60,predictor_leads_target
JP-10,incidence_per_100k,rh,seasonal_subannual,0,-0.2097737562270134,0.2097737562270134,-0.2097737562270134,0.0,5478,60,predictor_leads_target
JP-10,incidence_per_100k,t2m,seasonal_subannual,21,0.14206368455760537,0.14206368455760537,0.07327785330011108,0.0687858312574943,5457,60,predictor_leads_target
JP-10,incidence_per_100k,tp,seasonal_subannual,38,-0.08640390746896813,0.08640390746896813,-0.035217955049342414,0.051185952419625716,5440,60,predictor_leads_target
JP-10,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,17,0.07582155046934254,0.07582155046934254,-0.07031216247389961,0.005509387995442927,5461,60,predictor_leads_target
JP-10,incidence_per_100k,nw_wind,seasonal_subannual,4,0.074313822286811,0.074313822286811,0.05836718976352405,0.015946632523286944,5474,60,predictor_leads_target
JP-10,incidence_per_100k,c2w_event,seasonal_subannual,18,0.06853971385999985,0.06853971385999985,-0.05913544930715275,0.009404264552847104,5460,60,predictor_leads_target
JP-10,incidence_per_100k,t2m_std_anom,seasonal_subannual,42,-0.06657264224932812,0.06657264224932812,-0.03665900183077893,0.029913640418549187,5436,60,predictor_leads_target
JP-10,incidence_per_100k,w2c_event,seasonal_subannual,60,-0.024730721491615967,0.024730721491615967,-0.01094384092728093,0.013786880564335037,5418,60,predictor_leads_target
JP-10,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,60,-0.021743412225415416,0.021743412225415416,-0.009863520078209809,0.011879892147205607,5418,60,predictor_leads_target
JP-10,incidence_per_100k,tp,semiannual,49,-0.952433250144618,0.952433250144618,0.11577578937880517,0.8366574607658128,5429,90,predictor_leads_target
JP-10,incidence_per_100k,ah,semiannual,63,-0.9215895541269421,0.9215895541269421,0.5192083392153359,0.40238121491160617,5415,90,predictor_leads_target
JP-10,incidence_per_100k,nw_wind,semiannual,83,-0.9149006369424667,0.9149006369424667,0.8721258754495193,0.042774761492947455,5395,90,predictor_leads_target
JP-10,incidence_per_100k,t2m,semiannual,16,-0.8399394740936627,0.8399394740936627,-0.7157398134923778,0.12419966060128484,5462,90,predictor_leads_target
JP-10,incidence_per_100k,rh,semiannual,71,-0.7285895702552381,0.7285895702552381,0.5544205855436855,0.17416898471155262,5407,90,predictor_leads_target
JP-10,incidence_per_100k,c2w_transition_intensity,semiannual,18,-0.17917892538797173,0.17917892538797173,-0.15182275430051315,0.02735617108745858,5460,90,predictor_leads_target
JP-10,incidence_per_100k,c2w_event,semiannual,18,-0.13963860397452388,0.13963860397452388,-0.12223655163339464,0.017402052341129237,5460,90,predictor_leads_target
JP-10,incidence_per_100k,w2c_event,semiannual,58,0.09627377950572401,0.09627377950572401,-0.01388753811886767,0.08238624138685634,5420,90,predictor_leads_target
JP-10,incidence_per_100k,t2m_std_anom,semiannual,86,-0.09090983877298912,0.09090983877298912,0.048163396095896746,0.04274644267709238,5392,90,predictor_leads_target
JP-10,incidence_per_100k,w2c_transition_intensity,semiannual,33,0.08630217691500337,0.08630217691500337,0.03343757421553256,0.05286460269947081,5445,90,predictor_leads_target
JP-10,incidence_per_100k,rh,subseasonal,18,-0.07032811640698697,0.07032811640698697,-0.045005778990218306,0.02532233741676866,5460,30,predictor_leads_target
JP-10,incidence_per_100k,t2m_std_anom,subseasonal,3,-0.06380860538567958,0.06380860538567958,-0.01924553020209241,0.04456307518358717,5475,30,predictor_leads_target
JP-10,incidence_per_100k,t2m,subseasonal,4,-0.059092729675320664,0.059092729675320664,-0.008437525698839047,0.050655203976481614,5474,30,predictor_leads_target
JP-10,incidence_per_100k,tp,subseasonal,11,0.055065171518058134,0.055065171518058134,-0.011778941019874709,0.04328623049818343,5467,30,predictor_leads_target
JP-10,incidence_per_100k,c2w_event,subseasonal,27,0.05153391307535555,0.05153391307535555,0.005462084787576437,0.046071828287779115,5451,30,predictor_leads_target
JP-10,incidence_per_100k,ah,subseasonal,28,-0.04166172308795255,0.04166172308795255,-0.009892591039843154,0.0317691320481094,5450,30,predictor_leads_target
JP-10,incidence_per_100k,c2w_transition_intensity,subseasonal,26,0.0374752651025841,0.0374752651025841,0.02264012048860048,0.014835144613983622,5452,30,predictor_leads_target
JP-10,incidence_per_100k,nw_wind,subseasonal,0,0.031176110439767306,0.031176110439767306,0.031176110439767306,0.0,5478,30,predictor_leads_target
JP-10,incidence_per_100k,w2c_event,subseasonal,28,-0.028597674168696505,0.028597674168696505,0.025087772092236924,0.0035099020764595805,5450,30,predictor_leads_target
JP-10,incidence_per_100k,w2c_transition_intensity,subseasonal,1,0.02704225171749169,0.02704225171749169,0.025882914848778,0.0011593368687136917,5477,30,predictor_leads_target
JP-10,incidence_per_100k,rh,trend,347,-0.9838907438627681,0.9838907438627681,-0.9759091420988798,0.00798160176388829,5131,365,predictor_leads_target
JP-10,incidence_per_100k,nw_wind,trend,169,0.957770055282399,0.957770055282399,0.9310192666445359,0.026750788637863065,5309,365,predictor_leads_target
JP-10,incidence_per_100k,tp,trend,0,-0.9443492306874447,0.9443492306874447,-0.9443492306874447,0.0,5478,365,predictor_leads_target
JP-10,incidence_per_100k,c2w_transition_intensity,trend,0,0.9278975518769742,0.9278975518769742,0.9278975518769742,0.0,5478,365,predictor_leads_target
JP-10,incidence_per_100k,c2w_event,trend,0,0.9243425269475148,0.9243425269475148,0.9243425269475148,0.0,5478,365,predictor_leads_target
