target_variable,frequency_band,selected_alpha,feature_name,feature_type,coefficient,absolute_coefficient
cases,seasonal_subannual,1000.0,prefecture_code_JP-32,prefecture_fixed_effect,0.0022605478950247135,0.0022605478950247135
cases,seasonal_subannual,1000.0,prefecture_code_JP-33,prefecture_fixed_effect,-0.002800524101360317,0.002800524101360317
cases,seasonal_subannual,1000.0,prefecture_code_JP-34,prefecture_fixed_effect,-0.0031235941076478545,0.0031235941076478545
cases,seasonal_subannual,1000.0,prefecture_code_JP-35,prefecture_fixed_effect,-0.0009055963046205184,0.0009055963046205184
cases,seasonal_subannual,1000.0,prefecture_code_JP-36,prefecture_fixed_effect,-0.0001641425076293389,0.0001641425076293389
cases,seasonal_subannual,1000.0,prefecture_code_JP-37,prefecture_fixed_effect,-0.0049871688964176885,0.0049871688964176885
cases,seasonal_subannual,1000.0,prefecture_code_JP-38,prefecture_fixed_effect,-0.002851507029027607,0.002851507029027607
cases,seasonal_subannual,1000.0,prefecture_code_JP-39,prefecture_fixed_effect,0.0011568215154340261,0.0011568215154340261
cases,seasonal_subannual,1000.0,prefecture_code_JP-40,prefecture_fixed_effect,-0.0001865784600510947,0.0001865784600510947
cases,seasonal_subannual,1000.0,prefecture_code_JP-41,prefecture_fixed_effect,0.0017667605269731641,0.0017667605269731641
cases,seasonal_subannual,1000.0,prefecture_code_JP-42,prefecture_fixed_effect,0.00024713538407464524,0.00024713538407464524
cases,seasonal_subannual,1000.0,prefecture_code_JP-43,prefecture_fixed_effect,0.004962559682753079,0.004962559682753079
cases,seasonal_subannual,1000.0,prefecture_code_JP-44,prefecture_fixed_effect,0.00020116054977940693,0.00020116054977940693
cases,seasonal_subannual,1000.0,prefecture_code_JP-45,prefecture_fixed_effect,-1.6769057449585797e-05,1.6769057449585797e-05
cases,seasonal_subannual,1000.0,prefecture_code_JP-46,prefecture_fixed_effect,0.00016526646989050293,0.00016526646989050293
cases,seasonal_subannual,1000.0,prefecture_code_JP-47,prefecture_fixed_effect,-0.00037985703428283817,0.00037985703428283817
cases,subseasonal,1000.0,t2m_lagged,environmental_predictor,-0.0036654521503667412,0.0036654521503667412
cases,subseasonal,1000.0,t2m_std_anom_lagged,environmental_predictor,-0.008463180377591977,0.008463180377591977
cases,subseasonal,1000.0,c2w_event_lagged,environmental_predictor,-0.005312757034392342,0.005312757034392342
cases,subseasonal,1000.0,w2c_event_lagged,environmental_predictor,-0.0028429605182718224,0.0028429605182718224
cases,subseasonal,1000.0,c2w_transition_intensity_lagged,environmental_predictor,0.0059483687439481885,0.0059483687439481885
cases,subseasonal,1000.0,w2c_transition_intensity_lagged,environmental_predictor,-0.001259152657631982,0.001259152657631982
cases,subseasonal,1000.0,ah_lagged,environmental_predictor,0.00016207050575788777,0.00016207050575788777
cases,subseasonal,1000.0,rh_lagged,environmental_predictor,-0.00036805704732754035,0.00036805704732754035
cases,subseasonal,1000.0,tp_lagged,environmental_predictor,0.004210427796242263,0.004210427796242263
cases,subseasonal,1000.0,nw_wind_lagged,environmental_predictor,0.003905931143571827,0.003905931143571827
cases,subseasonal,1000.0,prefecture_code_JP-01,prefecture_fixed_effect,0.0013538524393271517,0.0013538524393271517
cases,subseasonal,1000.0,prefecture_code_JP-02,prefecture_fixed_effect,-0.0002577727122779085,0.0002577727122779085
cases,subseasonal,1000.0,prefecture_code_JP-03,prefecture_fixed_effect,-0.00025518282547646183,0.00025518282547646183
cases,subseasonal,1000.0,prefecture_code_JP-04,prefecture_fixed_effect,-0.0032365607819247084,0.0032365607819247084
cases,subseasonal,1000.0,prefecture_code_JP-05,prefecture_fixed_effect,1.3955552155267959e-05,1.3955552155267959e-05
cases,subseasonal,1000.0,prefecture_code_JP-06,prefecture_fixed_effect,-0.00021214760048884,0.00021214760048884
cases,subseasonal,1000.0,prefecture_code_JP-07,prefecture_fixed_effect,-0.00015331204961365106,0.00015331204961365106
cases,subseasonal,1000.0,prefecture_code_JP-08,prefecture_fixed_effect,-0.0014383725661884076,0.0014383725661884076
cases,subseasonal,1000.0,prefecture_code_JP-09,prefecture_fixed_effect,0.0007969066803357739,0.0007969066803357739
cases,subseasonal,1000.0,prefecture_code_JP-10,prefecture_fixed_effect,0.01082993770687469,0.01082993770687469
cases,subseasonal,1000.0,prefecture_code_JP-11,prefecture_fixed_effect,0.0006361765605018094,0.0006361765605018094
cases,subseasonal,1000.0,prefecture_code_JP-13,prefecture_fixed_effect,-0.0003224083515683872,0.0003224083515683872
cases,subseasonal,1000.0,prefecture_code_JP-14,prefecture_fixed_effect,-0.00018461463703354196,0.00018461463703354196
cases,subseasonal,1000.0,prefecture_code_JP-15,prefecture_fixed_effect,0.0002832263456360517,0.0002832263456360517
cases,subseasonal,1000.0,prefecture_code_JP-16,prefecture_fixed_effect,-0.0018319512602542128,0.0018319512602542128
cases,subseasonal,1000.0,prefecture_code_JP-17,prefecture_fixed_effect,0.0008233705525489081,0.0008233705525489081
cases,subseasonal,1000.0,prefecture_code_JP-18,prefecture_fixed_effect,0.00019844890844786302,0.00019844890844786302
cases,subseasonal,1000.0,prefecture_code_JP-19,prefecture_fixed_effect,-0.00010009309135997657,0.00010009309135997657
cases,subseasonal,1000.0,prefecture_code_JP-20,prefecture_fixed_effect,-0.0010817323606856777,0.0010817323606856777
cases,subseasonal,1000.0,prefecture_code_JP-21,prefecture_fixed_effect,0.0006976357035850249,0.0006976357035850249
cases,subseasonal,1000.0,prefecture_code_JP-22,prefecture_fixed_effect,-0.0007151092980639016,0.0007151092980639016
cases,subseasonal,1000.0,prefecture_code_JP-23,prefecture_fixed_effect,-0.0012493643326367022,0.0012493643326367022
cases,subseasonal,1000.0,prefecture_code_JP-24,prefecture_fixed_effect,-0.0040866954222677325,0.0040866954222677325
cases,subseasonal,1000.0,prefecture_code_JP-25,prefecture_fixed_effect,1.329409155720791e-05,1.329409155720791e-05
cases,subseasonal,1000.0,prefecture_code_JP-26,prefecture_fixed_effect,-0.0015418053084197596,0.0015418053084197596
cases,subseasonal,1000.0,prefecture_code_JP-27,prefecture_fixed_effect,-0.001578402273901493,0.001578402273901493
cases,subseasonal,1000.0,prefecture_code_JP-28,prefecture_fixed_effect,-0.001509920302991748,0.001509920302991748
cases,subseasonal,1000.0,prefecture_code_JP-29,prefecture_fixed_effect,0.0003247618852090151,0.0003247618852090151
cases,subseasonal,1000.0,prefecture_code_JP-30,prefecture_fixed_effect,0.0003051531768770687,0.0003051531768770687
cases,subseasonal,1000.0,prefecture_code_JP-31,prefecture_fixed_effect,-6.701355636433172e-05,6.701355636433172e-05
cases,subseasonal,1000.0,prefecture_code_JP-32,prefecture_fixed_effect,0.0004596062827569365,0.0004596062827569365
cases,subseasonal,1000.0,prefecture_code_JP-33,prefecture_fixed_effect,0.004170908363405695,0.004170908363405695
cases,subseasonal,1000.0,prefecture_code_JP-34,prefecture_fixed_effect,0.0007606481390071196,0.0007606481390071196
cases,subseasonal,1000.0,prefecture_code_JP-35,prefecture_fixed_effect,-0.00012121366684952182,0.00012121366684952182
cases,subseasonal,1000.0,prefecture_code_JP-36,prefecture_fixed_effect,-0.000443430418191229,0.000443430418191229
cases,subseasonal,1000.0,prefecture_code_JP-37,prefecture_fixed_effect,0.0015527293395607778,0.0015527293395607778
cases,subseasonal,1000.0,prefecture_code_JP-38,prefecture_fixed_effect,-0.0069761960600844405,0.0069761960600844405
cases,subseasonal,1000.0,prefecture_code_JP-39,prefecture_fixed_effect,0.000803946618836365,0.000803946618836365
cases,subseasonal,1000.0,prefecture_code_JP-40,prefecture_fixed_effect,0.00020951535880869027,0.00020951535880869027
cases,subseasonal,1000.0,prefecture_code_JP-41,prefecture_fixed_effect,0.0025771892332756017,0.0025771892332756017
cases,subseasonal,1000.0,prefecture_code_JP-42,prefecture_fixed_effect,0.0001600046175822445,0.0001600046175822445
cases,subseasonal,1000.0,prefecture_code_JP-43,prefecture_fixed_effect,0.0005287488715001498,0.0005287488715001498
cases,subseasonal,1000.0,prefecture_code_JP-44,prefecture_fixed_effect,0.0010088690886823986,0.0010088690886823986
cases,subseasonal,1000.0,prefecture_code_JP-45,prefecture_fixed_effect,-0.0011789609441981382,0.0011789609441981382
cases,subseasonal,1000.0,prefecture_code_JP-46,prefecture_fixed_effect,-1.9243980789623283e-06,1.9243980789623283e-06
cases,subseasonal,1000.0,prefecture_code_JP-47,prefecture_fixed_effect,3.529870244796029e-05,3.529870244796029e-05
cases,high_frequency,1000.0,t2m_lagged,environmental_predictor,-0.007022717946517447,0.007022717946517447
cases,high_frequency,1000.0,t2m_std_anom_lagged,environmental_predictor,-0.0009534279521559396,0.0009534279521559396
cases,high_frequency,1000.0,c2w_event_lagged,environmental_predictor,0.002389889431587677,0.002389889431587677
cases,high_frequency,1000.0,w2c_event_lagged,environmental_predictor,0.004414155772192378,0.004414155772192378
cases,high_frequency,1000.0,c2w_transition_intensity_lagged,environmental_predictor,-0.0013724313100063946,0.0013724313100063946
cases,high_frequency,1000.0,w2c_transition_intensity_lagged,environmental_predictor,-5.7599063247581836e-05,5.7599063247581836e-05
cases,high_frequency,1000.0,ah_lagged,environmental_predictor,-0.0025609260075772017,0.0025609260075772017
cases,high_frequency,1000.0,rh_lagged,environmental_predictor,-0.0003804159481994489,0.0003804159481994489
cases,high_frequency,1000.0,tp_lagged,environmental_predictor,0.002083532779034569,0.002083532779034569
cases,high_frequency,1000.0,nw_wind_lagged,environmental_predictor,0.008091903406007914,0.008091903406007914
cases,high_frequency,1000.0,prefecture_code_JP-01,prefecture_fixed_effect,0.008324395581125393,0.008324395581125393
cases,high_frequency,1000.0,prefecture_code_JP-02,prefecture_fixed_effect,0.000914237000777801,0.000914237000777801
cases,high_frequency,1000.0,prefecture_code_JP-03,prefecture_fixed_effect,-0.0022072544767335308,0.0022072544767335308
cases,high_frequency,1000.0,prefecture_code_JP-04,prefecture_fixed_effect,-0.009843519623654817,0.009843519623654817
cases,high_frequency,1000.0,prefecture_code_JP-05,prefecture_fixed_effect,0.0018119141973258514,0.0018119141973258514
cases,high_frequency,1000.0,prefecture_code_JP-06,prefecture_fixed_effect,0.0010217022785063508,0.0010217022785063508
cases,high_frequency,1000.0,prefecture_code_JP-07,prefecture_fixed_effect,-0.001443913238826473,0.001443913238826473
cases,high_frequency,1000.0,prefecture_code_JP-08,prefecture_fixed_effect,0.001574936911447935,0.001574936911447935
cases,high_frequency,1000.0,prefecture_code_JP-09,prefecture_fixed_effect,0.0011064016648644071,0.0011064016648644071
cases,high_frequency,1000.0,prefecture_code_JP-10,prefecture_fixed_effect,-0.0009730725246197334,0.0009730725246197334
cases,high_frequency,1000.0,prefecture_code_JP-11,prefecture_fixed_effect,0.0018968049721897382,0.0018968049721897382
cases,high_frequency,1000.0,prefecture_code_JP-13,prefecture_fixed_effect,0.0002456777307546205,0.0002456777307546205
cases,high_frequency,1000.0,prefecture_code_JP-14,prefecture_fixed_effect,0.0008514264838342415,0.0008514264838342415
cases,high_frequency,1000.0,prefecture_code_JP-15,prefecture_fixed_effect,0.0011355732095301586,0.0011355732095301586
cases,high_frequency,1000.0,prefecture_code_JP-16,prefecture_fixed_effect,-0.003281063993834072,0.003281063993834072
cases,high_frequency,1000.0,prefecture_code_JP-17,prefecture_fixed_effect,0.001939088088135354,0.001939088088135354
cases,high_frequency,1000.0,prefecture_code_JP-18,prefecture_fixed_effect,0.000738755250168018,0.000738755250168018
cases,high_frequency,1000.0,prefecture_code_JP-19,prefecture_fixed_effect,0.0001957343166350687,0.0001957343166350687
cases,high_frequency,1000.0,prefecture_code_JP-20,prefecture_fixed_effect,2.49038229353741e-05,2.49038229353741e-05
cases,high_frequency,1000.0,prefecture_code_JP-21,prefecture_fixed_effect,0.0027025398921546834,0.0027025398921546834
cases,high_frequency,1000.0,prefecture_code_JP-22,prefecture_fixed_effect,-0.001303732726469049,0.001303732726469049
cases,high_frequency,1000.0,prefecture_code_JP-23,prefecture_fixed_effect,-0.004231202565244629,0.004231202565244629
cases,high_frequency,1000.0,prefecture_code_JP-24,prefecture_fixed_effect,-0.0004844728170593973,0.0004844728170593973
cases,high_frequency,1000.0,prefecture_code_JP-25,prefecture_fixed_effect,-0.0002747640145461748,0.0002747640145461748
cases,high_frequency,1000.0,prefecture_code_JP-26,prefecture_fixed_effect,0.0003071741409945277,0.0003071741409945277
cases,high_frequency,1000.0,prefecture_code_JP-27,prefecture_fixed_effect,-0.0011647883195214682,0.0011647883195214682
cases,high_frequency,1000.0,prefecture_code_JP-28,prefecture_fixed_effect,0.0020681863279470285,0.0020681863279470285
cases,high_frequency,1000.0,prefecture_code_JP-29,prefecture_fixed_effect,0.0003715375667160135,0.0003715375667160135
cases,high_frequency,1000.0,prefecture_code_JP-30,prefecture_fixed_effect,0.002029750577925691,0.002029750577925691
cases,high_frequency,1000.0,prefecture_code_JP-31,prefecture_fixed_effect,-7.653848956516673e-05,7.653848956516673e-05
cases,high_frequency,1000.0,prefecture_code_JP-32,prefecture_fixed_effect,0.0017970717918813185,0.0017970717918813185
cases,high_frequency,1000.0,prefecture_code_JP-33,prefecture_fixed_effect,0.0009330192915235485,0.0009330192915235485
cases,high_frequency,1000.0,prefecture_code_JP-34,prefecture_fixed_effect,0.0009729794111442351,0.0009729794111442351
cases,high_frequency,1000.0,prefecture_code_JP-35,prefecture_fixed_effect,-0.002237254895360067,0.002237254895360067
cases,high_frequency,1000.0,prefecture_code_JP-36,prefecture_fixed_effect,-0.003288479688493376,0.003288479688493376
cases,high_frequency,1000.0,prefecture_code_JP-37,prefecture_fixed_effect,0.0015801161129518331,0.0015801161129518331
cases,high_frequency,1000.0,prefecture_code_JP-38,prefecture_fixed_effect,-0.007320880169986188,0.007320880169986188
cases,high_frequency,1000.0,prefecture_code_JP-39,prefecture_fixed_effect,0.0027686266992195388,0.0027686266992195388
cases,high_frequency,1000.0,prefecture_code_JP-40,prefecture_fixed_effect,0.0005244491858286021,0.0005244491858286021
cases,high_frequency,1000.0,prefecture_code_JP-41,prefecture_fixed_effect,0.0003245958918773514,0.0003245958918773514
cases,high_frequency,1000.0,prefecture_code_JP-42,prefecture_fixed_effect,2.0108239297430312e-05,2.0108239297430312e-05
cases,high_frequency,1000.0,prefecture_code_JP-43,prefecture_fixed_effect,0.003711338200093743,0.003711338200093743
cases,high_frequency,1000.0,prefecture_code_JP-44,prefecture_fixed_effect,0.0016847588816865848,0.0016847588816865848
cases,high_frequency,1000.0,prefecture_code_JP-45,prefecture_fixed_effect,-0.003914921291410241,0.003914921291410241
cases,high_frequency,1000.0,prefecture_code_JP-46,prefecture_fixed_effect,0.00044608804360988467,0.00044608804360988467
cases,high_frequency,1000.0,prefecture_code_JP-47,prefecture_fixed_effect,-0.0019780329277577125,0.0019780329277577125
incidence_per_100k,trend,0.1,t2m_lagged,environmental_predictor,-0.11623314826634715,0.11623314826634715
incidence_per_100k,trend,0.1,t2m_std_anom_lagged,environmental_predictor,-0.0036824314652163116,0.0036824314652163116
incidence_per_100k,trend,0.1,c2w_event_lagged,environmental_predictor,-0.02284761983862077,0.02284761983862077
incidence_per_100k,trend,0.1,w2c_event_lagged,environmental_predictor,-0.009062682920561197,0.009062682920561197
incidence_per_100k,trend,0.1,c2w_transition_intensity_lagged,environmental_predictor,0.021577615481419524,0.021577615481419524
incidence_per_100k,trend,0.1,w2c_transition_intensity_lagged,environmental_predictor,0.0044540815275812525,0.0044540815275812525
incidence_per_100k,trend,0.1,ah_lagged,environmental_predictor,0.1270089057722745,0.1270089057722745
incidence_per_100k,trend,0.1,rh_lagged,environmental_predictor,-0.3569336039230946,0.3569336039230946
incidence_per_100k,trend,0.1,tp_lagged,environmental_predictor,0.034479733278714175,0.034479733278714175
incidence_per_100k,trend,0.1,nw_wind_lagged,environmental_predictor,0.024340051677985492,0.024340051677985492
incidence_per_100k,trend,0.1,prefecture_code_JP-01,prefecture_fixed_effect,0.3689269087011195,0.3689269087011195
incidence_per_100k,trend,0.1,prefecture_code_JP-02,prefecture_fixed_effect,0.4373618115959384,0.4373618115959384
incidence_per_100k,trend,0.1,prefecture_code_JP-03,prefecture_fixed_effect,-0.01586445574581575,0.01586445574581575
incidence_per_100k,trend,0.1,prefecture_code_JP-04,prefecture_fixed_effect,0.12173784356447769,0.12173784356447769
incidence_per_100k,trend,0.1,prefecture_code_JP-05,prefecture_fixed_effect,-0.02292227633215872,0.02292227633215872
incidence_per_100k,trend,0.1,prefecture_code_JP-06,prefecture_fixed_effect,0.2502218564665675,0.2502218564665675
incidence_per_100k,trend,0.1,prefecture_code_JP-07,prefecture_fixed_effect,0.18003280836574337,0.18003280836574337
incidence_per_100k,trend,0.1,prefecture_code_JP-08,prefecture_fixed_effect,0.11922758443881125,0.11922758443881125
incidence_per_100k,trend,0.1,prefecture_code_JP-09,prefecture_fixed_effect,0.1142706713196116,0.1142706713196116
incidence_per_100k,trend,0.1,prefecture_code_JP-10,prefecture_fixed_effect,0.10166481149730991,0.10166481149730991
incidence_per_100k,trend,0.1,prefecture_code_JP-11,prefecture_fixed_effect,0.07283073930924891,0.07283073930924891
incidence_per_100k,trend,0.1,prefecture_code_JP-13,prefecture_fixed_effect,0.104142425070908,0.104142425070908
incidence_per_100k,trend,0.1,prefecture_code_JP-14,prefecture_fixed_effect,0.09331288157929231,0.09331288157929231
incidence_per_100k,trend,0.1,prefecture_code_JP-15,prefecture_fixed_effect,0.14750428311692726,0.14750428311692726
incidence_per_100k,trend,0.1,prefecture_code_JP-16,prefecture_fixed_effect,0.1080900984707123,0.1080900984707123
incidence_per_100k,trend,0.1,prefecture_code_JP-17,prefecture_fixed_effect,0.026238504298118862,0.026238504298118862
incidence_per_100k,trend,0.1,prefecture_code_JP-18,prefecture_fixed_effect,0.05011285444745068,0.05011285444745068
incidence_per_100k,trend,0.1,prefecture_code_JP-19,prefecture_fixed_effect,0.12391243416366866,0.12391243416366866
incidence_per_100k,trend,0.1,prefecture_code_JP-20,prefecture_fixed_effect,-0.1418379348844036,0.1418379348844036
incidence_per_100k,trend,0.1,prefecture_code_JP-21,prefecture_fixed_effect,0.11556227968202853,0.11556227968202853
incidence_per_100k,trend,0.1,prefecture_code_JP-22,prefecture_fixed_effect,0.007535487564174127,0.007535487564174127
incidence_per_100k,trend,0.1,prefecture_code_JP-23,prefecture_fixed_effect,-1.6925637436555199,1.6925637436555199
incidence_per_100k,trend,0.1,prefecture_code_JP-24,prefecture_fixed_effect,0.009469038339890733,0.009469038339890733
incidence_per_100k,trend,0.1,prefecture_code_JP-25,prefecture_fixed_effect,-1.697381425680826,1.697381425680826
incidence_per_100k,trend,0.1,prefecture_code_JP-26,prefecture_fixed_effect,0.08454906646182472,0.08454906646182472
incidence_per_100k,trend,0.1,prefecture_code_JP-27,prefecture_fixed_effect,0.06389406131354067,0.06389406131354067
incidence_per_100k,trend,0.1,prefecture_code_JP-28,prefecture_fixed_effect,0.06304998671824026,0.06304998671824026
incidence_per_100k,trend,0.1,prefecture_code_JP-29,prefecture_fixed_effect,0.040686395353280336,0.040686395353280336
incidence_per_100k,trend,0.1,prefecture_code_JP-30,prefecture_fixed_effect,-0.0015325965615296624,0.0015325965615296624
incidence_per_100k,trend,0.1,prefecture_code_JP-31,prefecture_fixed_effect,0.1671730901348632,0.1671730901348632
incidence_per_100k,trend,0.1,prefecture_code_JP-32,prefecture_fixed_effect,0.1321624168752747,0.1321624168752747
incidence_per_100k,trend,0.1,prefecture_code_JP-33,prefecture_fixed_effect,0.057981854681759766,0.057981854681759766
incidence_per_100k,trend,0.1,prefecture_code_JP-34,prefecture_fixed_effect,0.050318593807231846,0.050318593807231846
incidence_per_100k,trend,0.1,prefecture_code_JP-35,prefecture_fixed_effect,0.05171940480632283,0.05171940480632283
incidence_per_100k,trend,0.1,prefecture_code_JP-36,prefecture_fixed_effect,0.02889687162598912,0.02889687162598912
incidence_per_100k,trend,0.1,prefecture_code_JP-37,prefecture_fixed_effect,0.032089146439605344,0.032089146439605344
incidence_per_100k,trend,0.1,prefecture_code_JP-38,prefecture_fixed_effect,0.10543204826064667,0.10543204826064667
incidence_per_100k,trend,0.1,prefecture_code_JP-39,prefecture_fixed_effect,0.041102086819613956,0.041102086819613956
incidence_per_100k,trend,0.1,prefecture_code_JP-40,prefecture_fixed_effect,0.028756278809848258,0.028756278809848258
incidence_per_100k,trend,0.1,prefecture_code_JP-41,prefecture_fixed_effect,0.016143216493189855,0.016143216493189855
incidence_per_100k,trend,0.1,prefecture_code_JP-42,prefecture_fixed_effect,-0.07460687501637688,0.07460687501637688
incidence_per_100k,trend,0.1,prefecture_code_JP-43,prefecture_fixed_effect,0.07062302727648591,0.07062302727648591
incidence_per_100k,trend,0.1,prefecture_code_JP-44,prefecture_fixed_effect,0.06673366533938165,0.06673366533938165
incidence_per_100k,trend,0.1,prefecture_code_JP-45,prefecture_fixed_effect,0.023483857374010788,0.023483857374010788
incidence_per_100k,trend,0.1,prefecture_code_JP-46,prefecture_fixed_effect,-0.00495561787066795,0.00495561787066795
incidence_per_100k,trend,0.1,prefecture_code_JP-47,prefecture_fixed_effect,-0.025285464835624133,0.025285464835624133
incidence_per_100k,interannual,1000.0,t2m_lagged,environmental_predictor,-0.0011206303563756038,0.0011206303563756038
incidence_per_100k,interannual,1000.0,t2m_std_anom_lagged,environmental_predictor,2.5932049842526338e-05,2.5932049842526338e-05
incidence_per_100k,interannual,1000.0,c2w_event_lagged,environmental_predictor,0.00047673772585307087,0.00047673772585307087
incidence_per_100k,interannual,1000.0,w2c_event_lagged,environmental_predictor,-0.0006475746137417864,0.0006475746137417864
incidence_per_100k,interannual,1000.0,c2w_transition_intensity_lagged,environmental_predictor,-0.0006129005533930089,0.0006129005533930089
incidence_per_100k,interannual,1000.0,w2c_transition_intensity_lagged,environmental_predictor,0.0003587264861229933,0.0003587264861229933
incidence_per_100k,interannual,1000.0,ah_lagged,environmental_predictor,0.0005048732963258535,0.0005048732963258535
incidence_per_100k,interannual,1000.0,rh_lagged,environmental_predictor,-0.00015299875845345448,0.00015299875845345448
incidence_per_100k,interannual,1000.0,tp_lagged,environmental_predictor,0.00021090267093112807,0.00021090267093112807
incidence_per_100k,interannual,1000.0,nw_wind_lagged,environmental_predictor,9.923490653260265e-05,9.923490653260265e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-01,prefecture_fixed_effect,-7.782009343249913e-05,7.782009343249913e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-02,prefecture_fixed_effect,7.830977098140902e-05,7.830977098140902e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-03,prefecture_fixed_effect,-0.0005932737031352265,0.0005932737031352265
incidence_per_100k,interannual,1000.0,prefecture_code_JP-04,prefecture_fixed_effect,-0.0001690718774978782,0.0001690718774978782
incidence_per_100k,interannual,1000.0,prefecture_code_JP-05,prefecture_fixed_effect,0.0012012261642255434,0.0012012261642255434
incidence_per_100k,interannual,1000.0,prefecture_code_JP-06,prefecture_fixed_effect,-8.641159938495074e-05,8.641159938495074e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-07,prefecture_fixed_effect,0.0008452777457796634,0.0008452777457796634
incidence_per_100k,interannual,1000.0,prefecture_code_JP-08,prefecture_fixed_effect,-0.0002498394877649272,0.0002498394877649272
incidence_per_100k,interannual,1000.0,prefecture_code_JP-09,prefecture_fixed_effect,0.0005238991411876576,0.0005238991411876576
incidence_per_100k,interannual,1000.0,prefecture_code_JP-10,prefecture_fixed_effect,0.0005924887700627165,0.0005924887700627165
incidence_per_100k,interannual,1000.0,prefecture_code_JP-11,prefecture_fixed_effect,1.2753641588266006e-05,1.2753641588266006e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-13,prefecture_fixed_effect,0.0001966350768094005,0.0001966350768094005
incidence_per_100k,interannual,1000.0,prefecture_code_JP-14,prefecture_fixed_effect,0.0003518948763939756,0.0003518948763939756
incidence_per_100k,interannual,1000.0,prefecture_code_JP-15,prefecture_fixed_effect,0.0003970323645598403,0.0003970323645598403
incidence_per_100k,interannual,1000.0,prefecture_code_JP-18,prefecture_fixed_effect,1.8773977588429076e-05,1.8773977588429076e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-19,prefecture_fixed_effect,-0.00010758236272292441,0.00010758236272292441
incidence_per_100k,interannual,1000.0,prefecture_code_JP-20,prefecture_fixed_effect,0.00011211151359781864,0.00011211151359781864
incidence_per_100k,interannual,1000.0,prefecture_code_JP-22,prefecture_fixed_effect,0.0002842676729683638,0.0002842676729683638
incidence_per_100k,interannual,1000.0,prefecture_code_JP-23,prefecture_fixed_effect,0.0011563660151239915,0.0011563660151239915
incidence_per_100k,interannual,1000.0,prefecture_code_JP-24,prefecture_fixed_effect,8.90662264800364e-05,8.90662264800364e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-26,prefecture_fixed_effect,5.933841615814382e-05,5.933841615814382e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-27,prefecture_fixed_effect,4.067124509514924e-05,4.067124509514924e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-28,prefecture_fixed_effect,2.374017761914181e-06,2.374017761914181e-06
incidence_per_100k,interannual,1000.0,prefecture_code_JP-30,prefecture_fixed_effect,-0.0003791372336089001,0.0003791372336089001
incidence_per_100k,interannual,1000.0,prefecture_code_JP-31,prefecture_fixed_effect,-0.002420781205012229,0.002420781205012229
incidence_per_100k,interannual,1000.0,prefecture_code_JP-32,prefecture_fixed_effect,0.0009823972898250282,0.0009823972898250282
incidence_per_100k,interannual,1000.0,prefecture_code_JP-33,prefecture_fixed_effect,8.040859543667766e-05,8.040859543667766e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-34,prefecture_fixed_effect,-0.0008396656306569782,0.0008396656306569782
incidence_per_100k,interannual,1000.0,prefecture_code_JP-35,prefecture_fixed_effect,1.1609393173821886e-05,1.1609393173821886e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-36,prefecture_fixed_effect,-0.0001093769599721107,0.0001093769599721107
incidence_per_100k,interannual,1000.0,prefecture_code_JP-37,prefecture_fixed_effect,-8.636801705268755e-05,8.636801705268755e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-38,prefecture_fixed_effect,-0.00043791247795458004,0.00043791247795458004
incidence_per_100k,interannual,1000.0,prefecture_code_JP-39,prefecture_fixed_effect,0.00011809845390056848,0.00011809845390056848
incidence_per_100k,interannual,1000.0,prefecture_code_JP-40,prefecture_fixed_effect,0.00010803131047918022,0.00010803131047918022
incidence_per_100k,interannual,1000.0,prefecture_code_JP-41,prefecture_fixed_effect,-0.00027590834893220046,0.00027590834893220046
incidence_per_100k,interannual,1000.0,prefecture_code_JP-42,prefecture_fixed_effect,0.00034651259908838236,0.00034651259908838236
incidence_per_100k,interannual,1000.0,prefecture_code_JP-43,prefecture_fixed_effect,-2.148320295821579e-05,2.148320295821579e-05
incidence_per_100k,interannual,1000.0,prefecture_code_JP-44,prefecture_fixed_effect,-0.0014836492301120276,0.0014836492301120276
incidence_per_100k,interannual,1000.0,prefecture_code_JP-45,prefecture_fixed_effect,-0.00010375759838126089,0.00010375759838126089
incidence_per_100k,interannual,1000.0,prefecture_code_JP-46,prefecture_fixed_effect,-0.00012567454401697092,0.00012567454401697092
incidence_per_100k,interannual,1000.0,prefecture_code_JP-47,prefecture_fixed_effect,-4.183070566940476e-05,4.183070566940476e-05
incidence_per_100k,annual,0.01,t2m_lagged,environmental_predictor,-0.03821016805135596,0.03821016805135596
incidence_per_100k,annual,0.01,t2m_std_anom_lagged,environmental_predictor,-0.00010421466367925263,0.00010421466367925263
incidence_per_100k,annual,0.01,c2w_event_lagged,environmental_predictor,7.051613825048591e-06,7.051613825048591e-06
