prefecture_code,target_variable,frequency_band,status,rows_before_lag_drop,rows_after_lag_drop,dropped_initial_rows,train_rows,validation_rows,test_rows,maximum_applied_lag_days
JP-28,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-28,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-28,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-28,cases,subseasonal,created,5478,5460,18,4365,365,730,18.0
JP-28,incidence_per_100k,subseasonal,created,5478,5461,17,4366,365,730,17.0
JP-28,cases,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-28,incidence_per_100k,high_frequency,created,5478,5466,12,4371,365,730,12.0
JP-29,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-29,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-29,cases,interannual,skipped_constant_target_band,5478,0,5478,0,0,0,
JP-29,incidence_per_100k,interannual,skipped_constant_target_band,5478,0,5478,0,0,0,
JP-29,cases,annual,created,5478,5471,7,4376,365,730,7.0
JP-29,incidence_per_100k,annual,created,5478,5470,8,4375,365,730,8.0
JP-29,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-29,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-29,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-29,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-29,cases,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-29,incidence_per_100k,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-29,cases,high_frequency,created,5478,5467,11,4372,365,730,11.0
JP-29,incidence_per_100k,high_frequency,created,5478,5467,11,4372,365,730,11.0
JP-30,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-30,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-30,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-30,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-30,cases,annual,created,5478,5469,9,4374,365,730,9.0
JP-30,incidence_per_100k,annual,created,5478,5469,9,4374,365,730,9.0
JP-30,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-30,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-30,cases,seasonal_subannual,created,5478,5450,28,4355,365,730,28.0
JP-30,incidence_per_100k,seasonal_subannual,created,5478,5450,28,4355,365,730,28.0
JP-30,cases,subseasonal,created,5478,5465,13,4370,365,730,13.0
JP-30,incidence_per_100k,subseasonal,created,5478,5465,13,4370,365,730,13.0
JP-30,cases,high_frequency,created,5478,5465,13,4370,365,730,13.0
JP-30,incidence_per_100k,high_frequency,created,5478,5465,13,4370,365,730,13.0
JP-31,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-31,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-31,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-31,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-31,cases,annual,created,5478,5460,18,4365,365,730,18.0
JP-31,incidence_per_100k,annual,created,5478,5460,18,4365,365,730,18.0
JP-31,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-31,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-31,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-31,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-31,cases,subseasonal,created,5478,5462,16,4367,365,730,16.0
JP-31,incidence_per_100k,subseasonal,created,5478,5458,20,4363,365,730,20.0
JP-31,cases,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-31,incidence_per_100k,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-32,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-32,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-32,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-32,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-32,cases,annual,created,5478,5463,15,4368,365,730,15.0
JP-32,incidence_per_100k,annual,created,5478,5462,16,4367,365,730,16.0
JP-32,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-32,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-32,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-32,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-32,cases,subseasonal,created,5478,5465,13,4370,365,730,13.0
JP-32,incidence_per_100k,subseasonal,created,5478,5466,12,4371,365,730,12.0
JP-32,cases,high_frequency,created,5478,5465,13,4370,365,730,13.0
JP-32,incidence_per_100k,high_frequency,created,5478,5466,12,4371,365,730,12.0
JP-33,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-33,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-33,cases,interannual,skipped_constant_target_band,5478,0,5478,0,0,0,
JP-33,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-33,cases,annual,created,5478,5448,30,4353,365,730,30.0
JP-33,incidence_per_100k,annual,created,5478,5448,30,4353,365,730,30.0
JP-33,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-33,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-33,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-33,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-33,cases,subseasonal,created,5478,5459,19,4364,365,730,19.0
JP-33,incidence_per_100k,subseasonal,created,5478,5459,19,4364,365,730,19.0
JP-33,cases,high_frequency,created,5478,5466,12,4371,365,730,12.0
JP-33,incidence_per_100k,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-34,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-34,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-34,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-34,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-34,cases,annual,created,5478,5471,7,4376,365,730,7.0
JP-34,incidence_per_100k,annual,created,5478,5471,7,4376,365,730,7.0
JP-34,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-34,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-34,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-34,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-34,cases,subseasonal,created,5478,5466,12,4371,365,730,12.0
JP-34,incidence_per_100k,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-34,cases,high_frequency,created,5478,5465,13,4370,365,730,13.0
JP-34,incidence_per_100k,high_frequency,created,5478,5471,7,4376,365,730,7.0
JP-35,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-35,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-35,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-35,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-35,cases,annual,created,5478,5457,21,4362,365,730,21.0
JP-35,incidence_per_100k,annual,created,5478,5457,21,4362,365,730,21.0
JP-35,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-35,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-35,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-35,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-35,cases,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-35,incidence_per_100k,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-35,cases,high_frequency,created,5478,5465,13,4370,365,730,13.0
JP-35,incidence_per_100k,high_frequency,created,5478,5465,13,4370,365,730,13.0
JP-36,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-36,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-36,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-36,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-36,cases,annual,created,5478,5463,15,4368,365,730,15.0
JP-36,incidence_per_100k,annual,created,5478,5463,15,4368,365,730,15.0
JP-36,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-36,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-36,cases,seasonal_subannual,created,5478,5449,29,4354,365,730,29.0
JP-36,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-36,cases,subseasonal,created,5478,5458,20,4363,365,730,20.0
JP-36,incidence_per_100k,subseasonal,created,5478,5459,19,4364,365,730,19.0
JP-36,cases,high_frequency,created,5478,5465,13,4370,365,730,13.0
JP-36,incidence_per_100k,high_frequency,created,5478,5465,13,4370,365,730,13.0
JP-37,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-37,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-37,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-37,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-37,cases,annual,created,5478,5448,30,4353,365,730,30.0
JP-37,incidence_per_100k,annual,created,5478,5448,30,4353,365,730,30.0
JP-37,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-37,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-37,cases,seasonal_subannual,created,5478,5466,12,4371,365,730,12.0
JP-37,incidence_per_100k,seasonal_subannual,created,5478,5459,19,4364,365,730,19.0
JP-37,cases,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-37,incidence_per_100k,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-37,cases,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-37,incidence_per_100k,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-38,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-38,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-38,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-38,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-38,cases,annual,created,5478,5462,16,4367,365,730,16.0
JP-38,incidence_per_100k,annual,created,5478,5462,16,4367,365,730,16.0
JP-38,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-38,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-38,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-38,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-38,cases,subseasonal,created,5478,5459,19,4364,365,730,19.0
JP-38,incidence_per_100k,subseasonal,created,5478,5458,20,4363,365,730,20.0
JP-38,cases,high_frequency,created,5478,5466,12,4371,365,730,12.0
JP-38,incidence_per_100k,high_frequency,created,5478,5466,12,4371,365,730,12.0
JP-39,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-39,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-39,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-39,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-39,cases,annual,created,5478,5462,16,4367,365,730,16.0
JP-39,incidence_per_100k,annual,created,5478,5462,16,4367,365,730,16.0
JP-39,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-39,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-39,cases,seasonal_subannual,created,5478,5457,21,4362,365,730,21.0
JP-39,incidence_per_100k,seasonal_subannual,created,5478,5458,20,4363,365,730,20.0
JP-39,cases,subseasonal,created,5478,5464,14,4369,365,730,14.0
JP-39,incidence_per_100k,subseasonal,created,5478,5466,12,4371,365,730,12.0
JP-39,cases,high_frequency,created,5478,5465,13,4370,365,730,13.0
JP-39,incidence_per_100k,high_frequency,created,5478,5465,13,4370,365,730,13.0
JP-40,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-40,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-40,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-40,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-40,cases,annual,created,5478,5457,21,4362,365,730,21.0
JP-40,incidence_per_100k,annual,created,5478,5457,21,4362,365,730,21.0
JP-40,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-40,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-40,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-40,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-40,cases,subseasonal,created,5478,5462,16,4367,365,730,16.0
JP-40,incidence_per_100k,subseasonal,created,5478,5462,16,4367,365,730,16.0
JP-40,cases,high_frequency,created,5478,5471,7,4376,365,730,7.0
JP-40,incidence_per_100k,high_frequency,created,5478,5471,7,4376,365,730,7.0
JP-41,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-41,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-41,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-41,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-41,cases,annual,created,5478,5461,17,4366,365,730,17.0
JP-41,incidence_per_100k,annual,created,5478,5461,17,4366,365,730,17.0
JP-41,cases,semiannual,created,5478,5451,27,4356,365,730,27.0
JP-41,incidence_per_100k,semiannual,created,5478,5451,27,4356,365,730,27.0
JP-41,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-41,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-41,cases,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-41,incidence_per_100k,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-41,cases,high_frequency,created,5478,5466,12,4371,365,730,12.0
JP-41,incidence_per_100k,high_frequency,created,5478,5466,12,4371,365,730,12.0
JP-42,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-42,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-42,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-42,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-42,cases,annual,created,5478,5454,24,4359,365,730,24.0
JP-42,incidence_per_100k,annual,created,5478,5453,25,4358,365,730,25.0
JP-42,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-42,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-42,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-42,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-42,cases,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-42,incidence_per_100k,subseasonal,created,5478,5465,13,4370,365,730,13.0
JP-42,cases,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-42,incidence_per_100k,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-43,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-43,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-43,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-43,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-43,cases,annual,created,5478,5451,27,4356,365,730,27.0
JP-43,incidence_per_100k,annual,created,5478,5450,28,4355,365,730,28.0
JP-43,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-43,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-43,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-43,incidence_per_100k,seasonal_subannual,created,5478,5450,28,4355,365,730,28.0
JP-43,cases,subseasonal,created,5478,5460,18,4365,365,730,18.0
JP-43,incidence_per_100k,subseasonal,created,5478,5460,18,4365,365,730,18.0
JP-43,cases,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-43,incidence_per_100k,high_frequency,created,5478,5465,13,4370,365,730,13.0
JP-44,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-44,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-44,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-44,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-44,cases,annual,created,5478,5463,15,4368,365,730,15.0
JP-44,incidence_per_100k,annual,created,5478,5463,15,4368,365,730,15.0
JP-44,cases,semiannual,created,5478,5456,22,4361,365,730,22.0
JP-44,incidence_per_100k,semiannual,created,5478,5455,23,4360,365,730,23.0
JP-44,cases,seasonal_subannual,created,5478,5453,25,4358,365,730,25.0
JP-44,incidence_per_100k,seasonal_subannual,created,5478,5450,28,4355,365,730,28.0
JP-44,cases,subseasonal,created,5478,5460,18,4365,365,730,18.0
JP-44,incidence_per_100k,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-44,cases,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-44,incidence_per_100k,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-45,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-45,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-45,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-45,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-45,cases,annual,created,5478,5465,13,4370,365,730,13.0
JP-45,incidence_per_100k,annual,created,5478,5465,13,4370,365,730,13.0
JP-45,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-45,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-45,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-45,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-45,cases,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-45,incidence_per_100k,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-45,cases,high_frequency,created,5478,5467,11,4372,365,730,11.0
JP-45,incidence_per_100k,high_frequency,created,5478,5467,11,4372,365,730,11.0
JP-46,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-46,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-46,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-46,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-46,cases,annual,created,5478,5448,30,4353,365,730,30.0
JP-46,incidence_per_100k,annual,created,5478,5448,30,4353,365,730,30.0
JP-46,cases,semiannual,created,5478,5451,27,4356,365,730,27.0
JP-46,incidence_per_100k,semiannual,created,5478,5449,29,4354,365,730,29.0
JP-46,cases,seasonal_subannual,created,5478,5457,21,4362,365,730,21.0
JP-46,incidence_per_100k,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-46,cases,subseasonal,created,5478,5457,21,4362,365,730,21.0
JP-46,incidence_per_100k,subseasonal,created,5478,5458,20,4363,365,730,20.0
JP-46,cases,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-46,incidence_per_100k,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-47,cases,trend,created,5478,5478,0,4383,365,730,0.0
JP-47,incidence_per_100k,trend,created,5478,5478,0,4383,365,730,0.0
JP-47,cases,interannual,created,5478,5478,0,4383,365,730,0.0
JP-47,incidence_per_100k,interannual,created,5478,5478,0,4383,365,730,0.0
JP-47,cases,annual,created,5478,5460,18,4365,365,730,18.0
JP-47,incidence_per_100k,annual,created,5478,5460,18,4365,365,730,18.0
JP-47,cases,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-47,incidence_per_100k,semiannual,created,5478,5448,30,4353,365,730,30.0
JP-47,cases,seasonal_subannual,created,5478,5448,30,4353,365,730,30.0
JP-47,incidence_per_100k,seasonal_subannual,created,5478,5456,22,4361,365,730,22.0
JP-47,cases,subseasonal,created,5478,5459,19,4364,365,730,19.0
JP-47,incidence_per_100k,subseasonal,created,5478,5459,19,4364,365,730,19.0
JP-47,cases,high_frequency,created,5478,5464,14,4369,365,730,14.0
JP-47,incidence_per_100k,high_frequency,created,5478,5464,14,4369,365,730,14.0
